target_id	length	eff_length	est_counts	tpm
YDL123W	403	380	7	76.0493
YDL124W	919	896	191	880.047
YDL125C	457	434	29	275.86
YDL126C	2488	2465	256	428.749
YDL127W	907	884	3	14.0104
YDL128W	1216	1193	34	117.657
YDL129W	856	833	2	9.9121
YDL130W	301	278	129.147	1917.88
YDL130W-A	241	218	40	757.502
YDL131W	1303	1280	102.928	331.974
YDL132W	2428	2405	25	42.9146
YDL133C-A	58	35	16	1887.26
YDL133W	1294	1271	6	19.4889
YDL134C	1090	1067	29.6224	114.614
YDL135C	589	566	16	116.704
YDL136W	343	320	17.88	230.674
YDL137W	526	503	50.7874	416.839
YDL138W	2272	2249	1	1.83566
YDL139C	652	629	2	13.1268
YDL140C	5182	5159	103	82.4237
YDL141W	2053	2030	14	28.4716
YDL142C	832	809	3	15.3092
YDL143W	1567	1544	40	106.953
YDL144C	1051	1028	6	24.0957
YDL145C	3586	3563	63	72.997
YDL146W	1456	1433	2	5.76188
YDL147W	1318	1295	51	162.585
YDL148C	2413	2390	8	13.8189
YDL149W	2974	2951	19	26.5806
YDL150W	1249	1226	3	10.1021
YDL153C	1813	1790	12	27.6763
YDL154W	2686	2663	0	0
YDL155W	1264	1241	6	19.96
YDL156W	1549	1526	1	2.70537
YDL157C	337	314	9	118.33
YDL159W	1528	1505	8	21.9449
YDL159W-A	112	89	0	0
YDL160C	1501	1478	59	164.8
YDL160C-A	223	200	1	20.6419
YDL161W	1345	1322	7	21.8598
YDL164C	2248	2225	4	7.42182
YDL165W	556	533	8	61.9646
YDL166C	574	551	8	59.9403
YDL167C	2140	2117	5	9.75056
YDL168W	1141	1118	40	147.706
YDL169C	652	629	5	32.8171
YDL170W	1567	1544	7	18.7168
YDL171C	6418	6395	50	32.2783
YDL173W	868	845	25	122.142
YDL174C	1744	1721	33	79.1614
YDL175C	1015	992	6	24.9701
YDL176W	2107	2084	7	13.8669
YDL177C	493	470	0	0
YDL178W	1573	1550	19	50.6061
YDL179W	895	872	5	23.672
YDL180W	1624	1601	5	12.8932
YDL181W	238	215	56	1075.3
YDL182W	1267	1244	94.0719	312.191
YDL183C	943	920	5	22.4369
YDL184C	58	35	16	1887.26
YDL185W	3196	3173	301	391.631
YDL186W	814	791	0	0
YDL188C	1114	1091	15.3776	58.1895
YDL189W	1354	1331	11	34.1189
YDL190C	2866	2843	41	59.5371
YDL191W	343	320	131.12	1691.61
YDL192W	526	503	78.2126	641.932
YDL193W	1108	1085	19	72.2944
YDL194W	2635	2612	10	15.8055
YDL195W	3802	3779	68	74.287
YDL197C	1558	1535	2	5.37901
YDL198C	883	860	19	91.2086
YDL199C	2044	2021	19	38.8122
YDL200C	547	524	5	39.393
YDL201W	841	818	6	30.2816
YDL202W	730	707	7	40.8751
YDL203C	1852	1829	12	27.0862
YDL204W	1162	1139	85	308.089
YDL205C	964	941	3	13.1617
YDL206W	2269	2246	5	9.19054
YDL207W	1597	1574	2	5.24573
YDL208W	451	428	32	308.665
YDL209C	1000	977	7	29.579
YDL210W	1696	1673	6	14.8059
YDL211C	1099	1076	1	3.83679
YDL212W	613	590	11	76.97
YDL213C	658	635	9	58.5126
YDL214C	2080	2057	6	12.042
YDL215C	3259	3236	95	121.198
YDL216C	1303	1280	5	16.1265
YDL217C	604	581	12	85.2679
YDL218W	934	911	0	0
YDL219W	433	410	3	30.2077
YDL220C	2755	2732	6	9.06674
YDL222C	910	887	27	125.667
YDL223C	3121	3098	184	245.198
YDL224C	1930	1907	25	54.1215
YDL225W	1636	1613	15	38.3917
YDL226C	1039	1016	13	52.8239
YDL227C	1741	1718	2	4.80604
YDL229W	1822	1799	330.478	758.388
YDL230W	988	965	5	21.3906
YDL231C	3358	3335	1	1.2379
YDL232W	91	68	2	121.423
YDL233W	1357	1334	9	27.8527
YDL234C	2221	2198	36	67.6169
YDL235C	484	461	8	71.6423
YDL236W	919	896	17	78.3288
YDL237W	1153	1130	16	58.4551
YDL238C	1450	1427	4	11.5722
YDL239C	2353	2330	0	0
YDL240W	3034	3011	4	5.48441
YDL241W	352	329	0	0
YDL243C	970	947	1	4.35944
YDL244W	1003	980	2	8.42528
YDL245C	1684	1661	1	2.48548
YDL246C	1054	1031	0.5	2.00213
YDL247W	1810	1787	1	2.31023
YDL248W	1132	1109	6.90713	25.7126
YDR001C	2236	2213	81	151.107
YDR002W	586	563	69	505.966
YDR003W	613	590	6	41.9836
YDR003W-A	103	80	0	0
YDR004W	1363	1340	3	9.24266
YDR005C	1168	1145	11	39.6614
YDR006C	2686	2663	28	43.4078
YDR007W	655	632	4	26.129
YDR009W	1543	1520	3	8.14813
YDR011W	4486	4463	34	31.4509
YDR012W	1069	1046	227.216	896.783
YDR013W	607	584	4	28.2766
YDR014W	1924	1901	1	2.17169
YDR014W-A	469	446	0	0
YDR016C	265	242	1	17.0595
YDR017C	3133	3110	25	33.1864
YDR018C	1171	1148	13	46.75
YDR019C	1183	1160	47	167.271
YDR020C	679	656	0	0
YDR021W	1180	1157	5	17.8409
YDR022C	571	548	9	67.802
YDR023W	1369	1346	100	306.715
YDR025W	451	428	115.128	1110.5
YDR026C	1693	1670	4	9.88836
YDR027C	2650	2627	8	12.5722
YDR028C	3025	3002	38	52.2581
YDR030C	1501	1478	8	22.3458
YDR031W	346	323	4	51.1256
YDR032C	577	554	77	573.801
YDR033W	943	920	175.695	788.41
YDR034C	2353	2330	12	21.2621
YDR034C-A	157	134	1	30.8089
YDR034C-C	1297	1274	0	0
YDR034C-D	5293	5270	0	0
YDR034W-B	136	113	6	219.206
YDR035W	1093	1070	85	327.956
YDR036C	1483	1460	18	50.8979
YDR037W	1756	1733	132	314.453
YDR038C	3256	3233	7.18182	9.17084
YDR039C	3256	3233	28.7273	36.6834
YDR040C	3256	3233	43.0909	55.0251
YDR041W	592	569	11	79.8107
YDR042C	583	560	1	7.37212
YDR043C	676	653	13	82.1884
YDR044W	967	944	9	39.3596
YDR045C	313	290	1	14.2358
YDR046C	1795	1772	18	41.9362
YDR047W	1069	1046	5	19.7342
YDR049W	1879	1856	7	15.5704
YDR050C	727	704	676	3964.19
YDR051C	985	962	7	30.0402
YDR052C	2095	2072	11	21.9171
YDR054C	868	845	27	131.913
YDR055W	1315	1292	323	1032.1
YDR056C	598	575	11	78.9779
YDR057W	1609	1586	7	18.2211
YDR058C	961	938	10	44.0127
YDR059C	427	404	24	245.251
YDR060W	3058	3035	24	32.6462
YDR061W	1600	1577	7	18.3251
YDR062W	1666	1643	54	135.687
YDR063W	430	407	3	30.4304
YDR064W	436	413	197	1969.23
YDR065W	1078	1055	4	15.6527
YDR066C	571	548	0	0
YDR067C	655	632	7	45.7258
YDR068W	913	890	3	13.9159
YDR069C	2761	2738	16	24.125
YDR070C	262	239	46	794.585
YDR071C	556	533	20	154.911
YDR072C	1564	1541	9	24.1113
YDR073W	490	467	1	8.84023
YDR074W	2671	2648	89	138.756
YDR075W	907	884	3	14.0104
YDR076W	1201	1178	1	3.50457
YDR077W	997	974	1587	6726.65
YDR078C	652	629	3	19.6902
YDR079C-A	199	176	4	93.827
YDR079W	316	293	1	14.0901
YDR080W	2959	2936	11	15.4674
YDR081C	2758	2735	21	31.6988
YDR082W	1465	1442	3	8.58888
YDR083W	1159	1136	4	14.5366
YDR084C	580	557	6	44.471
YDR085C	1843	1820	19	43.0986
YDR086C	223	200	13	268.345
YDR087C	817	794	5	25.9974
YDR088C	1129	1106	5	18.6636
YDR089W	2590	2567	14	22.5156
YDR090C	913	890	4	18.5546
YDR091C	1807	1784	18	41.6541
YDR092W	442	419	17	167.5
YDR093W	4819	4796	11	9.46878
YDR096W	2665	2642	34	53.1284
YDR097C	3709	3686	14	15.6803
YDR098C	733	710	28	162.81
YDR098C-A	1303	1280	0.000182799	0.000589581
YDR098C-B	5248	5225	0	0
YDR099W	802	779	154.263	817.532
YDR100W	412	389	1	10.6128
YDR101C	1762	1739	11	26.114
YDR103W	2734	2711	7	10.6598
YDR104C	3718	3695	6	6.70374
YDR105C	1402	1379	11	32.9313
YDR106W	835	812	2	10.1684
YDR107C	1999	1976	7	14.6249
YDR108W	2077	2054	6	12.0596
YDR109C	2128	2105	8	15.6898
YDR110W	1681	1658	11	27.3898
YDR111C	1504	1481	4	11.1503
YDR113C	1102	1079	7	26.7829
YDR114C	283	260	0	0
YDR115W	298	275	8	120.099
YDR116C	838	815	8	40.5241
YDR117C	1678	1655	4	9.97798
YDR118W	1939	1916	0	0
YDR119W	2287	2264	16	29.1759
YDR119W-A	181	158	25	653.226
YDR120C	1693	1670	19	46.9697
YDR121W	571	548	7	52.7349
YDR122W	3175	3152	32	41.9126
YDR123C	895	872	4	18.9376
YDR124W	955	932	0	0
YDR125C	1342	1319	0	0
YDR126W	991	968	2	8.52973
YDR127W	4747	4724	112	97.8788
YDR128W	3427	3404	13	15.7665
YDR129C	1909	1886	78	170.739
YDR130C	856	833	4	19.8242
YDR131C	1651	1628	2	5.07173
YDR132C	1468	1445	1	2.85702
YDR134C	391	368	29	325.335
YDR135C	4528	4505	31	28.4084
YDR137W	1972	1949	13	27.5367
YDR138W	2239	2216	7	13.0409
YDR139C	214	191	0	0
YDR140W	646	623	4	26.5065
YDR141C	5077	5054	19	15.5203
YDR142C	1108	1085	1	3.80497
YDR143C	1813	1790	7	16.1445
YDR144C	1771	1748	8	18.8942
YDR145W	1600	1577	9.2824	24.3002
YDR146C	2110	2087	9	17.8033
YDR147W	1585	1562	7	18.5011
YDR148C	1372	1349	262	801.807
YDR150W	8227	8204	58	29.1866
YDR151C	958	935	16	70.6462
YDR152W	778	755	6	32.8084
YDR153C	1216	1193	29	100.355
YDR155C	469	446	475	4396.83
YDR156W	394	371	11	122.405
YDR158W	1078	1055	109	426.535
YDR159W	3886	3863	9	9.6183
YDR160W	2539	2516	0	0
YDR161W	1144	1121	10	36.8277
YDR162C	691	668	7	43.2616
YDR163W	508	485	2	17.0243
YDR164C	2155	2132	9	17.4275
YDR165W	1315	1292	10	31.9535
YDR166C	2896	2873	21	30.1762
YDR167W	601	578	11	78.5679
YDR168W	1501	1478	57	159.214
YDR169C	1522	1499	29	79.8688
YDR169C-A	130	107	0	0
YDR170C	6010	5987	55.7262	38.4265
YDR170W-A	1303	1280	0	0
YDR171W	1108	1085	132	502.256
YDR172W	2038	2015	56	114.734
YDR173C	1048	1025	11	44.3047
YDR174W	721	698	43	254.328
YDR175C	940	917	9	40.5185
YDR176W	2089	2066	6	11.9895
YDR177W	628	605	31	211.537
YDR178W	526	503	67	549.905
YDR179C	469	446	1	9.25648
YDR179W-A	1372	1349	4	12.2413
YDR180W	4462	4439	7	6.51019
YDR181C	1426	1403	9	26.4829
YDR182W	1456	1433	15	43.2141
YDR182W-A	184	161	0	0
YDR183W	673	650	7	44.4596
YDR184C	865	842	3	14.7092
YDR185C	520	497	1	8.30662
YDR186C	2614	2591	34	54.1741
YDR188W	1621	1598	44	113.673
YDR189W	1981	1958	14	29.5186
YDR190C	1372	1349	29	88.7496
YDR191W	1093	1070	6	23.1498
YDR192C	1273	1250	7	23.119
YDR194C	1975	1952	13	27.4944
YDR194W-A	133	110	0	0
YDR195W	1582	1559	11	29.1291
YDR196C	706	683	3	18.1335
YDR197W	1150	1127	3	10.9895
YDR198C	1420	1397	4	11.8207
YDR200C	1795	1772	7	16.3085
YDR201W	478	455	1	9.07338
YDR202C	1036	1013	6	24.4524
YDR204W	988	965	6	25.6687
YDR205W	2155	2132	17	32.9187
YDR206W	2635	2612	5	7.90273
YDR207C	2491	2468	15	25.0915
YDR208W	2320	2297	35	62.9054
YDR210C-C	1303	1280	0	0
YDR210C-D	5248	5225	0	0
YDR210W	208	185	7	156.209
YDR210W-A	1297	1274	3.18002	10.3048
YDR210W-B	5293	5270	0	0
YDR211W	2119	2096	20	39.393
YDR212W	1660	1637	41	103.399
YDR213W	2722	2699	11	16.8256
YDR214W	1033	1010	63	257.513
YDR216W	3952	3929	108	113.481
YDR217C	3910	3887	9	9.55891
YDR218C	1252	1229	2	6.71829
YDR219C	1378	1355	18	54.8421
YDR221W	2089	2066	7	13.9878
YDR222W	1228	1205	29	99.3554
YDR223W	1384	1361	3	9.10005
YDR224C	376	353	157.031	1836.5
YDR225W	379	356	165.95	1924.46
YDR226W	649	626	111	732.031
YDR227W	4057	4034	7	7.16379
YDR228C	1861	1838	13	29.1997
YDR229W	1342	1319	12	37.5593
YDR231C	598	575	6	43.0788
YDR232W	1627	1604	40	102.952
YDR233C	868	845	113	552.08
YDR234W	2062	2039	24	48.5931
YDR235W	1615	1592	8	20.7457
YDR236C	637	614	7	47.0663
YDR237W	859	836	10	49.3826
YDR238C	2902	2879	61	87.4719
YDR239C	2344	2321	9	16.0084
YDR240C	1459	1436	3	8.62477
YDR242W	1630	1607	3	7.70701
YDR243C	1747	1724	6	14.3679
YDR244W	1819	1796	31	71.2584
YDR245W	1162	1139	11	39.8703
YDR246W	640	617	13	86.9839
YDR246W-A	181	158	0	0
YDR247W	1366	1343	38	116.812
YDR248C	562	539	2	15.3187
YDR249C	1102	1079	2	7.65225
YDR251W	2473	2450	13	21.9057
YDR252W	430	407	0	0
YDR253C	556	533	6	46.4734
YDR254W	1357	1334	1	3.09474
YDR255C	1246	1223	8	27.005
YDR256C	1528	1505	2	5.48623
YDR257C	1465	1442	2	5.72592
YDR258C	2416	2393	208	358.84
YDR259C	1132	1109	2	7.44525
YDR260C	493	470	1	8.78381
YDR261C	1669	1646	7	17.5569
YDR261C-C	1303	1280	60.183	194.108
YDR261C-D	4795	4772	0	0
YDR261W-A	1297	1274	0	0
YDR261W-B	5293	5270	0	0
YDR262W	799	776	77	409.647
YDR263C	1273	1250	1	3.30271
YDR264C	2275	2252	52	95.3269
YDR265W	994	971	0	0
YDR266C	1900	1877	9	19.7951
YDR267C	973	950	4	17.3827
YDR268W	1120	1097	2	7.52669
YDR270W	2995	2972	68	94.4584
YDR272W	805	782	20	105.585
YDR273W	1078	1055	0	0
YDR275W	688	665	6	37.2486
YDR276C	148	125	137	4524.71
YDR277C	1282	1259	18	59.0238
YDR279W	1033	1010	4	16.3501
YDR280W	898	875	11	51.8997
YDR281C	295	272	3	45.5337
YDR282C	1225	1202	4	13.7384
YDR283C	4960	4937	16	13.3794
YDR284C	850	827	13	64.8961
YDR285W	2608	2585	1	1.59706
YDR286C	325	302	2	27.3403
YDR287W	859	836	5	24.6913
YDR288W	892	869	3	14.2522
YDR289C	1210	1187	5.25846	18.289
YDR291W	3214	3191	4	5.17504
YDR292C	1846	1823	9	20.3815
YDR293C	3733	3710	51	56.7514
YDR294C	1750	1727	31	74.1054
YDR295C	2005	1982	6	12.4976
YDR296W	661	638	9	58.2375
YDR297W	1030	1007	20	81.9938
YDR298C	619	596	117	810.439
YDR299W	1585	1562	5	13.2151
YDR300C	1267	1244	16	53.0982
YDR301W	4054	4031	14	14.3382
YDR302W	640	617	2	13.3821
YDR303C	2638	2615	14	22.1023
YDR304C	658	635	22	143.031
YDR305C	634	611	3	20.2703
YDR306C	1417	1394	6	17.7692
YDR307W	1969	1946	13	27.5792
YDR308C	403	380	1	10.8642
YDR309C	1132	1109	6	22.3357
YDR310C	3169	3146	16	20.9963
YDR311W	1909	1886	7	15.3228
YDR312W	1342	1319	4.66667	14.6064
YDR313C	841	818	12	60.5632
YDR314C	2059	2036	2	4.05539
YDR315C	826	803	0	0
YDR316W	1396	1373	7	21.0479
YDR316W-A	1303	1280	0.522566	1.68543
YDR316W-B	5248	5225	0	0
YDR317W	1225	1202	0	0
YDR318W	1087	1064	2	7.76013
YDR319C	805	782	2	10.5585
YDR320C	1987	1964	10	21.0203
YDR320C-A	199	176	3	70.3703
YDR321W	1126	1103	21	78.6003
YDR322C-A	271	248	31	516.049
YDR322W	1084	1061	9	35.0193
YDR323C	1528	1505	1	2.74312
YDR324C	2311	2288	12	21.6524
YDR325W	3088	3065	10	13.4695
YDR326C	4297	4274	21	20.2845
YDR328C	565	542	21	159.956
YDR329C	1306	1283	10	32.1776
YDR330W	1483	1460	16	45.2426
YDR331W	1216	1193	8	27.6841
YDR332W	2050	2027	6	12.2202
YDR333C	2152	2129	11	21.3303
YDR334W	4525	4502	9	8.25311
YDR335W	3655	3632	28	31.8268
YDR336W	925	902	0	0
YDR337W	841	818	3	15.1408
YDR338C	2068	2045	13	26.244
YDR339C	550	527	5	39.1688
YDR341C	1804	1781	28	64.9045
YDR342C	1693	1670	0.00655958	0.0162159
YDR343C	1693	1670	508.82	1257.85
YDR345C	1684	1661	33.4251	83.0777
YDR346C	1426	1403	28	82.3912
YDR347W	946	923	4	17.8912
YDR348C	1480	1457	16	45.3358
YDR349C	1771	1748	7	16.5324
YDR350C	2035	2012	3	6.15565
YDR351W	2575	2552	16	25.8833
YDR352W	934	911	15	67.9757
YDR353W	940	917	80	360.165
YDR354W	1123	1100	7	26.2716
YDR356W	2815	2792	6	8.87189
YDR357C	349	326	4	50.6551
YDR358W	1654	1631	37	93.6544
YDR359C	2929	2906	10	14.2064
YDR361C	832	809	8	40.8246
YDR362C	1999	1976	6	12.5356
YDR363W	1351	1328	9	27.9785
YDR363W-A	250	227	18	327.361
YDR364C	1348	1325	5	15.5788
YDR365C	1867	1844	22	49.2541
YDR365W-A	1303	1280	3.98314	12.8468
YDR365W-B	5248	5225	0	0
YDR366C	379	356	7	81.1762
YDR367W	646	623	5	33.1331
YDR368W	919	896	27	124.405
YDR369C	2545	2522	1	1.63695
YDR370C	1309	1286	2	6.42051
YDR371W	1516	1493	0	0
YDR372C	1018	995	28	116.176
YDR373W	553	530	9	70.1047
YDR374C	901	878	0	0
YDR374W-A	250	227	2	36.3735
YDR375C	1351	1328	0	0
YDR376W	1462	1439	6	17.2136
YDR377W	286	263	72	1130.21
YDR378C	241	218	7	132.563
YDR379C-A	220	197	4	83.8251
YDR379W	3010	2987	10	13.8212
YDR380W	1888	1865	24	53.1267
YDR381C-A	325	302	2	27.3403
YDR381W	661	638	29	187.654
YDR382W	313	290	95	1352.4
YDR383C	697	674	0	0
YDR384C	808	785	4	21.0364
YDR385W	2509	2486	665.085	1104.48
YDR386W	1879	1856	0	0
YDR387C	1648	1625	2	5.08109
YDR388W	1429	1406	53	155.622
YDR389W	1945	1922	7	15.0358
YDR390C	1891	1868	12	26.5207
YDR391C	679	656	6	37.7597
YDR392W	994	971	4	17.0067
YDR393W	1351	1328	3	9.32618
YDR394W	1267	1244	38	126.108
YDR395W	2815	2792	21	31.0516
YDR397C	421	398	7	72.6098
YDR398W	1912	1889	3	6.55647
YDR399W	646	623	17	112.653
YDR400W	1003	980	0	0
YDR402C	1450	1427	0	0
YDR403W	1591	1568	0	0
YDR404C	496	473	8	69.8248
YDR405W	772	749	10	55.1187
YDR406W	4570	4547	14	12.7111
YDR407C	3850	3827	10	10.7875
YDR408C	625	602	8	54.8623
YDR409W	2695	2672	13	20.0857
YDR410C	700	677	1	6.09806
YDR411C	1006	983	14	58.797
YDR412W	715	692	2	11.9318
YDR414C	1069	1046	5	19.7342
YDR415C	1105	1082	6	22.8931
YDR416W	2560	2537	10	16.2727
YDR418W	478	455	126.977	1152.11
YDR419W	1879	1856	6	13.3461
YDR420W	5389	5366	18	13.8485
YDR421W	2833	2810	8	11.7534
YDR422C	2428	2405	20	34.3317
YDR423C	1210	1187	16	55.648
YDR424C	259	236	6	104.959
YDR425W	1858	1835	9	20.2482
YDR427W	1162	1139	31	112.362
YDR428C	766	743	3	16.6691
YDR429C	805	782	19	100.306
YDR430C	2950	2927	14	19.7463
YDR432W	1225	1202	99	340.025
YDR434W	1585	1562	15	39.6452
YDR435C	967	944	6	26.2398
YDR436W	2113	2090	12	23.7037
YDR437W	403	380	4	43.4567
YDR438W	1093	1070	1	3.85831
YDR439W	1024	1001	2	8.24853
YDR440W	1729	1706	7	16.9395
YDR441C	526	503	6	49.2452
YDR443C	4243	4220	8	7.82633
YDR444W	2044	2021	1	2.04275
YDR446W	889	866	2	9.53438
YDR447C	391	368	74.4802	835.552
YDR448W	1285	1262	5	16.3565
YDR449C	1303	1280	9	29.0277
YDR450W	421	398	121.633	1261.68
YDR451C	1042	1019	6	24.3085
YDR452W	2005	1982	13	27.0782
YDR453C	571	548	4	30.1342
YDR454C	544	521	26	206.023
YDR456W	1882	1859	25	55.5189
YDR457W	9787	9764	40	16.9127
YDR458C	1972	1949	12	25.4185
YDR459C	1105	1082	0	0
YDR460W	946	923	10	44.7279
YDR461C-A	223	200	8	165.136
YDR461W	91	68	0	0
YDR462W	424	401	13	133.838
YDR463W	1540	1517	27	73.4782
YDR464W	4288	4265	19	18.3914
YDR465C	1219	1196	2	6.90366
YDR466W	2677	2654	16	24.8886
YDR468C	655	632	3	19.5968
YDR469W	508	485	2	17.0243
YDR470C	1489	1466	11	30.977
YDR471W	391	368	33	370.209
YDR472W	832	809	3	15.3092
YDR473C	1390	1367	3	9.06011
YDR475C	2611	2588	10	15.952
YDR476C	655	632	17	111.048
YDR477W	1882	1859	25	55.5189
YDR478W	577	554	1	7.45196
YDR479C	1645	1622	20	50.9049
YDR480W	952	929	4	17.7756
YDR481C	1681	1658	49	122.009
YDR482C	388	365	5	56.5533
YDR483W	1309	1286	72	231.138
YDR484W	1906	1883	8	17.5396
YDR485C	2368	2345	14	24.6471
YDR486C	670	647	33	210.567
YDR487C	607	584	15	106.037
YDR488C	1582	1559	0	0
YDR489W	865	842	2	9.80615
YDR490C	2281	2258	6	10.97
YDR492W	931	908	9	40.9201
YDR493W	352	329	1	12.5483
YDR494W	1066	1043	13	51.4564
YDR495C	3016	2993	9	12.4141
YDR496C	1951	1928	14	29.9779
YDR497C	1735	1712	61	147.098
YDR498C	1132	1109	6	22.3357
YDR499W	2224	2201	9	16.8812
YDR500C	247	224	43.2117	796.404
YDR501W	1546	1523	2	5.42139
YDR502C	1135	1112	157.333	584.111
YDR503C	805	782	0	0
YDR504C	364	341	1	12.1067
YDR505C	2506	2483	58	96.4344
YDR506C	1807	1784	3	6.94236
YDR507C	3409	3386	16	19.508
YDR508C	1972	1949	11	23.3003
YDR510W	286	263	23	361.038
YDR511W	382	359	4	45.9988
YDR512C	544	521	4	31.6959
YDR513W	412	389	62	657.995
YDR514C	1432	1409	3	8.79004
YDR515W	1324	1301	8	25.3859
YDR516C	1483	1460	40	113.107
YDR517W	1099	1076	14	53.7151
YDR518W	1534	1511	7	19.1256
YDR519W	388	365	2	22.6213
YDR520C	2299	2276	9	16.3249
YDR522C	1489	1466	0	0
YDR523C	1453	1430	0	0
YDR524C	1429	1406	14	41.1077
YDR524C-B	181	158	371	9693.87
YDR524W-C	70	47	11	966.219
YDR525W-A	220	197	33	691.557
YDR527W	1300	1277	10	32.3288
YDR528W	1252	1229	3	10.0774
YDR529C	364	341	78	944.323
YDR530C	958	935	6	26.4923
YDR531W	1084	1061	3	11.6731
YDR532C	1138	1115	7	25.9181
YDR533C	694	671	82	504.512
YDR534C	1567	1544	18	48.1289
YDR536W	1690	1667	30	74.2961
YDR538W	709	686	2	12.0361
YDR539W	1492	1469	9	25.2931
YDR540C	520	497	0	0
YDR541C	1015	992	3	12.485
YDR542W	343	320	0	0
YDR545W	5371	5348	2.88296	2.2255
YEL001C	658	635	17	110.524
YEL002C	1273	1250	37	122.2
YEL003W	316	293	2	28.1801
YEL004W	1009	986	0	0
YEL005C	829	806	5	25.6103
YEL006W	988	965	7	29.9469
YEL007W	1981	1958	24.3722	51.3882
YEL009C	826	803	66	339.32
YEL011W	2095	2072	72	143.458
YEL012W	637	614	22	147.923
YEL013W	1717	1694	39	95.0455
YEL015W	1636	1613	12	30.7134
YEL016C	1462	1439	2	5.73786
YEL017C-A	112	89	38.8689	1802.99
YEL017W	994	971	7	29.7618
YEL018W	820	797	3	15.5397
YEL019C	784	761	2	10.8499
YEL020C	1663	1640	5	12.5865
YEL020W-A	244	221	3	56.0415
YEL021W	784	761	1	5.42495
YEL022W	4360	4337	21	19.9899
YEL023C	2029	2006	0	0
YEL024W	628	605	146	996.272
YEL025C	3547	3524	1	1.17151
YEL026W	361	338	30	366.425
YEL027W	463	440	121	1135.31
YEL029C	919	896	3	13.8227
YEL030W	1915	1892	5	10.9101
YEL031W	3628	3605	56	64.1303
YEL032W	2896	2873	17	24.4283
YEL033W	400	377	0	0
YEL034W	454	431	323.917	3102.68
YEL035C	481	458	0	0
YEL036C	1483	1460	13.652	38.6034
YEL037C	1177	1154	34	121.634
YEL038W	664	641	8	51.5243
YEL039C	322	299	78.7207	1086.92
YEL040W	1384	1361	27	81.9004
YEL041W	1468	1445	4	11.4281
YEL042W	1537	1514	24	65.4434
YEL043W	2851	2828	13	18.9777
YEL044W	481	458	4	36.0558
YEL046C	1144	1121	98	360.912
YEL047C	1393	1370	25	75.3356
YEL048C	439	416	3	29.772
YEL049W	343	320	0	0
YEL050C	1162	1139	3	10.8737
YEL051W	751	728	23	130.43
YEL052W	1510	1487	5	13.8816
YEL053C	2182	2159	4	7.6487
YEL054C	478	455	83.0233	753.302
YEL055C	3049	3026	18	24.5575
YEL056W	1186	1163	7	24.8484
YEL057C	682	659	1	6.26463
YEL058W	1654	1631	17	43.0304
YEL059C-A	205	182	0	0
YEL060C	1888	1865	1209	2676.26
YEL061C	2983	2960	8	11.1578
YEL062W	1828	1805	3	6.86159
YEL063C	1753	1730	18	42.9543
YEL064C	1423	1400	0	0
YEL065W	1867	1844	120	268.659
YEL066W	520	497	6	49.8397
YEL067C	568	545	0	0
YEL068C	313	290	0	0
YEL069C	1675	1652	0	0
YEL070W	1489	1466	3.5	9.85632
YEL071W	1471	1448	105	299.365
YEL072W	676	653	3	18.9666
YEL073C	304	281	1	14.6918
YEL075C	349	326	0	0
YEL076C	631	608	0	0
YEL076C-A	631	608	0	0
YEL077C	3814	3791	0	0
YER001W	2269	2246	12	22.0573
YER002W	676	653	19	120.122
YER003C	1270	1247	43	142.358
YER004W	676	653	31	195.988
YER005W	1873	1850	7	15.6209
YER006W	1543	1520	24	65.1851
YER007C-A	526	503	18	147.736
YER007W	1537	1514	5	13.634
YER008C	3991	3968	16	16.6467
YER009W	358	335	42	517.589
YER010C	685	662	8	49.8899
YER011W	745	722	2.39639	13.7026
YER012W	577	554	26	193.751
YER013W	3418	3395	23	27.9685
YER014C-A	442	419	0	0
YER014W	1600	1577	4	10.4715
YER015W	2215	2192	17	32.0176
YER016W	1015	992	6	24.9701
YER017C	2266	2243	20	36.8113
YER018C	646	623	0	0
YER019C-A	247	224	8	147.442
YER019W	1414	1391	5	14.8396
YER020W	1330	1307	25	78.9669
YER021W	1552	1529	59	159.303
YER022W	2044	2021	11	22.4702
YER023W	841	818	24	121.126
YER024W	2752	2729	97	146.74
YER025W	1564	1541	66	176.816
YER026C	811	788	46	240.997
YER027C	1234	1211	11	37.4998
YER028C	1165	1142	1	3.61505
YER029C	571	548	3	22.6007
YER030W	442	419	5	49.2648
YER031C	652	629	8	52.5073
YER032W	2611	2588	2	3.19041
YER033C	3211	3188	25	32.3744
YER034W	538	515	6	48.0977
YER035W	418	395	97	1013.81
YER036C	1813	1790	70	161.445
YER037W	946	923	42	187.857
YER038C	1375	1352	0	0
YER038W-A	361	338	0	0
YER039C	730	707	1	5.8393
YER039C-A	199	176	2	46.9135
YER040W	2173	2150	10	19.2018
YER041W	2260	2237	0	0
YER042W	535	512	30	241.898
YER043C	1330	1307	265	837.049
YER044C	427	404	17	173.719
YER044C-A	1207	1184	0	0
YER045C	1450	1427	14	40.5028
YER046W	412	389	3	31.8385
YER047C	2674	2651	11	17.1302
YER048C	1156	1133	33	120.244
YER048W-A	265	242	8	136.476
YER049W	1915	1892	13	28.3663
YER050C	397	374	12	132.462
YER051W	1459	1436	4	11.4997
YER052C	1564	1541	67	179.495
YER053C	883	860	136	652.861
YER053C-A	94	71	107	6221.66
