target_id	length	eff_length	est_counts	tpm
YBR031W	1069	1046	328.329	807.511
YBR033W	2740	2717	22	20.8307
YBR034C	1027	1004	24	61.4963
YBR035C	667	644	62	247.672
YBR036C	1213	1190	87	188.08
YBR037C	868	845	2	6.08898
YBR038W	2872	2849	9	8.12683
YBR039W	916	893	263	757.662
YBR040W	877	854	0	0
YBR041W	1990	1967	33	43.1599
YBR042C	1174	1151	7	15.6457
YBR043C	2050	2027	3	3.80749
YBR044C	1699	1676	5	7.6748
YBR045C	1900	1877	0	0
YBR046C	985	962	132	352.996
YBR047W	508	485	29	153.825
YBR048W	451	428	186.158	1118.95
YBR049C	2413	2390	47	50.5908
YBR050C	997	974	13	34.3365
YBR052C	613	590	6	26.162
YBR053C	1057	1034	42	104.496
YBR054W	1015	992	1120.87	2906.8
YBR055C	2680	2657	18	17.4282
YBR056W	1486	1463	65	114.298
YBR056W-A	181	158	50	814.112
YBR057C	1081	1058	30	72.9469
YBR058C	2326	2303	31	34.6289
YBR058C-A	223	200	12	154.356
YBR059C	3307	3284	43	33.685
YBR060C	1843	1820	10	14.1351
YBR061C	913	890	6	17.3433
YBR062C	523	500	13	66.8874
YBR063C	1195	1172	3	6.58514
YBR065C	1075	1052	18	44.0178
YBR066C	643	620	2	8.29869
YBR067C	613	590	34	148.251
YBR068C	1810	1787	416	598.88
YBR069C	1840	1817	22	31.1486
YBR070C	694	671	3	11.5019
YBR071W	616	593	18	78.0889
YBR072C-A	142	119	0	0
YBR072W	625	602	8180	34956.5
YBR073W	2857	2834	10	9.07761
YBR074W	2911	2888	20	17.8157
YBR076W	1045	1022	3	7.55165
YBR077C	469	446	12	69.2178
YBR078W	1270	1247	204	420.857
YBR079C	2875	2852	75	67.6524
YBR080C	2257	2234	40	46.0626
YBR081C	3979	3956	21	13.6563
YBR082C	427	404	92	585.838
YBR083W	1441	1418	6	10.8854
YBR084C-A	550	527	224.606	1096.43
YBR084W	2908	2885	32	28.5348
YBR085C-A	238	215	476	5695.6
YBR085W	904	881	3	8.76025
YBR086C	2821	2798	76	69.8775
YBR087W	1045	1022	6	15.1033
YBR088C	757	734	22	77.1077
YBR089C-A	280	257	53.809	538.633
YBR090C	349	326	5.19098	40.9641
YBR091C	310	287	2	17.9275
YBR092C	1384	1361	17.3884	32.8679
YBR093C	1384	1361	32.709	61.8274
YBR094W	2242	2219	30	34.7804
YBR095C	1273	1250	12	24.6969
YBR096W	673	650	22	87.0724
YBR097W	4345	4322	10	5.95232
YBR098W	2056	2033	11	13.9196
YBR101C	853	830	104	322.349
YBR102C	2242	2219	13	15.0715
YBR103W	1588	1565	9	14.7945
YBR104W	970	947	8	21.7326
YBR105C	1069	1046	13	31.973
YBR106W	547	524	67	328.939
YBR107C	718	695	3	11.1047
YBR108W	2824	2801	39	35.8198
YBR109C	424	401	204	1308.75
YBR110W	1330	1307	23	45.2714
YBR111C	676	653	70	275.776
YBR111W-A	271	248	13	134.854
YBR112C	2881	2858	35.4761	31.9334
YBR114W	2353	2330	13	14.3535
YBR115C	4159	4136	101	62.822
YBR117C	2026	2003	149	191.371
YBR118W	1357	1334	3461.98	6676.37
YBR119W	877	854	9	27.1116
YBR120C	469	446	12	69.2178
YBR121C	1984	1961	129	169.232
YBR122C	514	491	13	68.1135
YBR123C	1930	1907	25	33.7257
YBR125C	1162	1139	10	22.5864
YBR126C	1468	1445	288	512.738
YBR126W-A	187	164	29	454.91
YBR127C	1534	1511	186	316.679
YBR128C	1015	992	1	2.59334
YBR129C	967	944	14	38.1529
YBR130C	1258	1235	11	22.9138
YBR131W	2095	2072	10	12.416
YBR132C	1771	1748	55	80.9455
YBR133C	2464	2441	8	8.43128
YBR135W	433	410	11.2273	70.4472
YBR136W	7087	7064	12	4.3702
YBR137W	520	497	19	98.3487
YBR138C	1555	1532	4	6.71696
YBR139W	1507	1484	84	145.619
YBR140C	9259	9236	80	22.2832
YBR141C	994	971	6	15.8966
YBR142W	2302	2279	24	27.0918
YBR143C	1294	1271	83	167.998
YBR145W	1036	1013	8	20.3166
YBR146W	817	794	9	29.1604
YBR147W	871	848	34	103.146
YBR148W	1810	1787	0	0
YBR149W	1015	992	103	267.114
YBR150C	3265	3242	12.2848	9.74826
YBR151W	931	908	13	36.8323
YBR152W	856	833	0	0
YBR153W	715	692	4	14.8705
YBR154C	628	605	25	106.306
YBR155W	1138	1115	16	36.9161
YBR156C	2077	2054	5	6.2624
YBR157C	748	725	6	21.2904
YBR158W	1630	1607	11	17.6095
YBR159W	1024	1001	48	123.361
YBR160W	877	854	9	27.1116
YBR161W	1111	1088	10	23.6452
YBR162C	1348	1325	50	97.079
YBR162W-A	178	155	11	182.571
YBR163W	1738	1715	1	1.50005
YBR164C	532	509	18	90.9758
YBR165W	814	791	19	61.7943
YBR166C	1339	1316	18	35.1875
YBR167C	403	380	3	20.31
YBR168W	1222	1199	1	2.14562
YBR169C	2062	2039	341	430.238
YBR170C	1723	1700	56	84.7443
YBR171W	601	578	13	57.8611
YBR172C	2203	2180	31	36.5828
YBR173C	427	404	45	286.551
YBR175W	928	905	5	14.2132
YBR176W	919	896	7	20.0984
YBR177C	1336	1313	122	239.038
YBR179C	2548	2525	40	40.754
YBR180W	1699	1676	0	0
YBR181C	691	668	288	1109.14
YBR182C	1339	1316	14	27.368
YBR182C-A	175	152	0	0
YBR183W	931	908	35	99.1639
YBR184W	1552	1529	0	0
YBR185C	817	794	8	25.9203
YBR186W	1675	1652	2	3.11452
YBR187W	823	800	21	67.5306
YBR188C	403	380	3	20.31
YBR189W	568	545	217.289	1025.68
YBR191W	463	440	220.291	1288
YBR192W	1114	1091	11	25.9382
YBR193C	652	629	7	28.6298
YBR194W	352	329	3	23.4583
YBR195C	1249	1226	16	33.5738
YBR196C	1645	1622	905	1435.39
YBR196C-A	130	107	0	0
YBR196C-B	85	62	0	0
YBR197C	634	611	3	12.6314
YBR198C	2377	2354	26	28.4144
YBR199W	1375	1352	48	91.3347
YBR200W	1636	1613	14	22.3288
YBR200W-A	145	122	0	0
YBR201C-A	184	161	5	79.8942
YBR201W	616	593	5	21.6913
YBR202W	2518	2495	29.7009	30.6245
YBR203W	2755	2732	36	33.8995
YBR204C	1108	1085	8	18.9684
YBR205W	1195	1172	14	30.7306
YBR207W	1378	1355	107	203.149
YBR208C	5488	5465	30	14.1222
YBR210W	409	386	6	39.9885
YBR211C	955	932	14	38.6441
YBR212W	1999	1976	60	78.1152
YBR213W	805	782	10	32.8976
YBR214W	1564	1541	100	166.943
YBR215W	1858	1835	12	16.8235
YBR216C	2005	1982	24	31.1515
YBR217W	541	518	3	14.8992
YBR218C	3523	3500	100.042	73.5335
YBR219C	364	341	0	0
YBR220C	1663	1640	6	9.41193
YBR221C	1081	1058	116	282.061
YBR221W-A	85	62	0	0
YBR222C	1612	1589	130	210.47
YBR223C	1615	1592	6	9.69571
YBR225W	2683	2660	40	38.6856
YBR227C	1543	1520	10	16.925
YBR228W	895	872	2	5.90044
YBR229C	2845	2822	30	27.3486
YBR230C	385	362	163	1158.38
YBR230W-A	181	158	4	65.129
YBR231C	892	869	8	23.6833
YBR233W	1222	1199	9	19.3105
YBR233W-A	265	242	0	0
YBR234C	1135	1112	38	87.9124
YBR235W	3343	3320	10	7.74878
YBR236C	1291	1268	16	32.4618
YBR237W	2530	2507	16	16.4186
YBR238C	2176	2153	9	10.754
YBR239C	1570	1547	4	6.65183
YBR240C	1333	1310	17	33.3848
YBR241C	1447	1424	52	93.943
YBR242W	697	674	5	19.0845
YBR243C	1327	1304	8	15.7828
YBR244W	469	446	14	80.7541
YBR245C	3370	3347	32	24.5961
YBR246W	1144	1121	9	20.6542
YBR247C	1432	1409	26	47.4716
YBR248C	1639	1616	37	58.9022
YBR249C	1093	1070	198	476.05
YBR250W	1552	1529	0	0
YBR251W	904	881	20	58.4017
YBR252W	424	401	11	70.5699
YBR253W	346	323	11	87.6116
YBR254C	508	485	7	37.1302
YBR255C-A	343	320	11	88.4329
YBR255W	2065	2042	13	16.3779
YBR256C	697	674	64	244.282
YBR257W	820	797	14	45.1899
YBR258C	409	386	6	39.9885
YBR259W	2047	2024	5	6.35522
YBR260C	1981	1958	20	26.2778
YBR261C	679	656	16	62.7462
YBR262C	301	278	3	27.7618
YBR263W	1453	1430	70	125.931
YBR264C	580	557	8	36.9493
YBR265W	943	920	10	27.963
YBR267W	1162	1139	9	20.3278
YBR268W	298	275	2	18.7098
YBR269C	397	374	64	440.23
YBR270C	1618	1595	6	9.67747
YBR271W	1240	1217	3	6.34164
YBR272C	1423	1400	17	31.2386
YBR273C	1291	1268	30	60.8658
YBR274W	1564	1541	3	5.00829
YBR275C	5731	5708	18	8.11259
YBR276C	2404	2381	7	7.56327
YBR278W	586	563	2	9.13888
YBR279W	1318	1295	19	37.7446
YBR280C	1894	1871	31	42.6245
YBR281C	2617	2594	16	15.868
YBR282W	421	398	10	64.638
YBR283C	1453	1430	51	91.7498
YBR284W	2374	2351	0	0
YBR285W	415	392	21	137.818
YBR286W	1594	1571	139	227.62
YBR287W	1264	1241	73	151.329
YBR288C	1432	1409	7	12.7808
YBR289W	2698	2675	13	12.5023
YBR290W	946	923	31	86.4035
YBR291C	880	857	9	27.0167
YBR293W	1405	1382	3	5.5845
YBR294W	2560	2537	24	24.3367
YBR295W	3631	3608	55	39.2164
YBR296C	1705	1682	17	26.0012
YBR296C-A	100	77	0	0
YBR297W	1387	1364	29	54.6959
YBR298C	1825	1802	0	0
YBR298C-A	202	179	0	0
YBR299W	1735	1712	1	1.50268
YBR301W	343	320	0	0
YBR302C	1120	1097	31.9296	74.8787
YCL001W	547	524	29	142.376
YCL001W-A	442	419	0	0
YCL001W-B	235	212	0	0
YCL002C	772	749	2	6.86941
YCL004W	1546	1523	6	10.135
YCL005W	751	728	4	14.1351
YCL005W-A	202	179	23	330.557
YCL008C	1138	1115	5	11.5363
YCL009C	910	887	112	324.837
YCL010C	760	737	3	10.4719
YCL011C	1264	1241	28	58.044
YCL012C	385	362	16	113.706
YCL014W	4891	4868	18	9.51247
YCL016C	1123	1100	4	9.35489
YCL017C	1474	1451	95	168.433
YCL018W	1078	1055	0	0
YCL019W	5293	5270	0	0
YCL020W	1297	1274	0	0
YCL021W-A	358	335	0	0
YCL024W	3094	3071	3	2.51312
YCL025C	1882	1859	243.77	337.343
YCL026C-A	562	539	0	0
YCL026C-B	562	539	52	248.191
YCL027W	1519	1496	0	0
YCL028W	1198	1175	76	166.398
YCL029C	1303	1280	11	22.1082
YCL030C	2380	2357	233	254.312
YCL031C	874	851	14	42.3223
YCL032W	1021	998	12	30.933
YCL033C	487	464	15	83.1657
YCL034W	1045	1022	18	45.3099
YCL035C	313	290	81	718.552
YCL036W	1681	1658	1	1.55162
YCL037C	1285	1262	53	108.041
YCL038C	1567	1544	23	38.3223
YCL039W	2218	2195	25	29.3006
YCL040W	1483	1460	395.558	696.992
YCL042W	340	317	2.44243	19.8214
YCL043C	1549	1526	292	492.266
YCL044C	1234	1211	13	27.6166
YCL045C	2263	2240	47	53.9785
YCL047C	757	734	5	17.5245
YCL048W	1372	1349	2	3.81408
YCL048W-A	220	197	1	13.0589
YCL049C	919	896	14	40.1968
YCL050C	946	923	49	136.573
YCL051W	1732	1709	10	15.0532
YCL052C	1231	1208	12	25.5556
YCL054W	2506	2483	20	20.7217
YCL054W-A	67	44	0	0
YCL055W	988	965	10	26.659
YCL056C	415	392	4	26.251
YCL057C-A	274	251	55	563.716
YCL057W	2119	2096	45	55.2322
YCL058C	439	416	0	0
YCL058W-A	322	299	7	60.228
YCL059C	931	908	16	45.332
YCL061C	3271	3248	8	6.33644
YCL063W	1252	1229	3	6.27972
YCL064C	1063	1040	56	138.524
YCL066W	508	485	4	21.2173
YCL067C	613	590	12.967	56.5405
YCL068C	763	740	0	0
YCL069W	1357	1334	0	0
YCL073C	1828	1805	1.5	2.13789
YCR002C	949	926	28	77.789
YCR003W	532	509	4	20.2168
YCR004C	724	701	51	187.164
YCR005C	1363	1340	1731	3323.25
YCR007C	700	677	1	3.79999
YCR008W	1792	1769	40	58.1706
YCR009C	778	755	58	197.63
YCR010C	832	809	7	22.2598
YCR011C	3130	3107	40	33.12
YCR012W	1231	1208	2444	5204.82
YCR014C	1729	1706	2	3.01594
YCR015C	934	911	3	8.47177
YCR016W	853	830	6	18.5971
YCR017C	2842	2819	27	24.64
YCR018C	646	623	0	0
YCR019W	1072	1049	1	2.45242
YCR020C	628	605	7	29.7655
YCR020C-A	247	224	10	114.848
YCR020W-B	217	194	1	13.2608
YCR021C	979	956	3400	9149.39
YCR023C	1816	1793	8	11.4784
YCR024C	1459	1436	5	8.9575
YCR024C-A	103	80	40.5328	1303.43
YCR024C-B	247	224	0	0
YCR026C	2209	2186	24	28.2444
YCR027C	610	587	5	21.9131
YCR028C	1519	1496	18	30.9537
YCR028C-A	388	365	38	267.832
YCR030C	2593	2570	27	27.0272
YCR031C	394	371	251.17	1741.67
YCR032W	6484	6461	16	6.37076
YCR033W	3661	3638	38	26.8715
YCR034W	1024	1001	22	56.5405
YCR035C	1165	1142	24	54.065
YCR036W	982	959	18	48.2864
YCR037C	2752	2729	23	21.6818
YCR038C	1909	1886	9	12.2764
YCR039C	613	590	12.967	56.5405
YCR040W	508	485	4	21.2173
YCR041W	313	290	0	0
YCR042C	4204	4181	25	15.3826
YCR043C	364	341	7	52.8098
YCR044C	1054	1031	5	12.4762
YCR045C	1456	1433	0	0
YCR046C	490	467	5	27.5438
YCR047C	808	785	9	29.4947
YCR048W	1813	1790	5.8727	8.44027
YCR050C	289	266	1.1273	10.9025
YCR051W	649	626	18	73.9723
YCR052W	1432	1409	13	23.7358
YCR053W	1525	1502	155	265.481
YCR054C	1672	1649	15	23.4014
YCR057C	2752	2729	9	8.48419
YCR059C	757	734	4	14.0196
YCR060W	316	293	8	70.2415
YCR061W	1876	1853	51	70.8053
YCR063W	454	431	1	5.9689
YCR065W	1675	1652	4	6.22904
YCR066W	1444	1421	3	5.43123
YCR067C	3178	3155	18	14.6772
YCR068W	1543	1520	37	62.6223
YCR069W	937	914	36	101.328
YCR071C	421	398	8	51.7104
YCR072C	1528	1505	8	13.6749
YCR073C	3976	3953	6	3.90477
YCR073W-A	928	905	31	88.122
YCR075C	763	740	4	13.9059
YCR075W-A	208	185	7	97.3414
YCR076C	733	710	21	76.0908
YCR077C	2371	2348	82	89.8436
YCR079W	1309	1286	9	18.0042
YCR081W	4264	4241	14	8.49241
YCR082W	367	344	13	97.2201
YCR083W	364	341	51	384.757
YCR084C	2122	2099	30	36.7688
YCR086W	553	530	6	29.1237
YCR087C-A	442	419	3	18.4195
YCR088W	1759	1736	93	137.818
YCR089W	4810	4787	2	1.07483
YCR090C	529	506	9	45.7576
YCR091W	2143	2120	10	12.1349
YCR092C	3037	3014	13	11.0961
YCR093W	6307	6284	75	30.7041
YCR094W	1156	1133	12	27.2472
YCR095C	1069	1046	9	22.1351
YCR095W-A	139	116	0	0
YCR096C	340	317	6.06593	49.2277
YCR097W	361	338	13	98.9459
YCR098C	1537	1514	0	0
YCR099C	448	425	2	12.1063
YCR100C	931	908	0	0
YCR101C	529	506	0	0
YCR102C	1087	1064	0	0
YCR104W	355	332	0	0
YCR105W	1066	1043	1	2.46653
YCR106W	2479	2456	5	5.23737
YCR107W	1072	1049	1	2.45242
YCR108C	172	149	0	0
YDL001W	1273	1250	8	16.4646
YDL002C	592	569	6	27.1275
YDL003W	1681	1658	5	7.75812
YDL004W	463	440	133	777.625
YDL005C	1276	1253	25	51.3287
YDL006W	826	803	9	28.8336
YDL007C-A	238	215	0	0
YDL007W	1294	1271	69	139.661
YDL008W	478	455	7	39.5784
YDL009C	304	281	9.31656	85.2944
YDL010W	676	653	27.6834	109.063
YDL012C	304	281	11	100.707
YDL013W	1840	1817	17	24.0694
YDL014W	964	941	65	177.703
YDL015C	913	890	52	150.309
YDL017W	1504	1481	9	15.6336
YDL018C	658	635	8	32.4106
YDL019C	3832	3809	35	23.639
YDL020C	1576	1553	126	208.723
YDL021W	916	893	11	31.6893
YDL022C-A	229	206	0	0
YDL022W	1156	1133	226	513.156
YDL024C	1387	1364	1	1.88607
YDL025C	1843	1820	29	40.9919
YDL027C	1243	1220	35	73.8039
YDL028C	2275	2252	14	15.993
YDL029W	1156	1133	43	97.636
YDL030W	1573	1550	9	14.9376
YDL031W	2968	2945	29	25.3328
YDL033C	1234	1211	4	8.49742
YDL035C	2866	2843	28	25.3368
YDL036C	1369	1346	5	9.55644
YDL037C	967	944	0	0
YDL039C	2077	2054	0	0
YDL040C	2545	2522	25	25.5015
YDL042C	1669	1646	8	12.5035
YDL043C	781	758	7	23.7575
YDL044C	1303	1280	4	8.03936
YDL045C	901	878	16	46.881
YDL045W-A	268	245	15	157.506
YDL046W	502	479	47	252.426
YDL047W	916	893	20	57.6169
YDL048C	1453	1430	146	262.656
YDL049C	787	764	3	10.1018
YDL051W	808	785	19	62.2666
YDL052C	892	869	10	29.6041
YDL053C	538	515	20	99.9066
YDL054C	1441	1418	44	79.8266
YDL055C	1066	1043	172	424.244
YDL056W	2482	2459	14	14.6467
YDL057W	967	944	12	32.7025
YDL058W	5353	5330	31	14.9626
YDL059C	697	674	6	22.9014
YDL060W	2347	2324	18	19.9254
YDL061C	151	128	79	1587.77
YDL063C	1843	1820	11	15.5486
YDL064W	454	431	11	65.6578
YDL065C	1009	986	32	83.4919
YDL066W	1267	1244	152	314.336
YDL067C	160	137	113	2121.92
YDL069C	670	647	5	19.8809
YDL070W	1897	1874	67	91.9764
YDL072C	592	569	51	230.584
YDL073W	2935	2912	9	7.95101
YDL074C	2083	2060	31	38.7138
YDL075W	322	299	193	1660.57
YDL076C	865	842	10	30.5534
YDL077C	3130	3107	11	9.10799
YDL078C	1012	989	67	174.281
YDL079C	1486	1463	3	5.27531
YDL080C	1810	1787	11	15.8358
YDL081C	301	278	240	2220.94
YDL082W	580	557	138.852	641.312
YDL083C	412	389	192.392	1272.36
YDL084W	1321	1298	94	186.305
YDL085C-A	187	164	3	47.0596
YDL085W	1618	1595	38	61.2906
YDL086W	802	779	30	99.0729
YDL087C	766	743	8	27.6995
YDL088C	1567	1544	20	33.3238
YDL089W	1435	1412	11	20.0415
YDL090C	1276	1253	1	2.05315
YDL091C	1348	1325	13	25.2405
YDL092W	421	398	15	96.9571
YDL093W	2212	2189	4	4.70095
YDL095W	2434	2411	65	69.3565
YDL097C	1285	1262	78	159.003
YDL098C	565	542	7	33.2254
YDL099W	1006	983	18	47.1075
YDL100C	1045	1022	41	103.206
YDL101C	1522	1499	5	8.58103
YDL102W	3274	3251	18	14.2438
YDL103C	1414	1391	30	55.4837
YDL104C	1204	1181	6	13.0699
YDL105W	1189	1166	4	8.82536
YDL106C	1660	1637	25	39.2882
YDL107W	1036	1013	5	12.6979
YDL108W	901	878	5	14.6503
YDL109C	1924	1901	1	1.35328
YDL110C	433	410	93	583.54
YDL111C	778	755	11	37.4815
YDL112W	4291	4268	17	10.247
YDL113C	1903	1880	34	46.5256
YDL114W	907	884	0	0
YDL115C	1042	1019	15	37.8694
YDL116W	2161	2138	22	26.472
YDL117W	2638	2615	6	5.9027
YDL119C	904	881	1	2.92008
YDL120W	505	482	6	32.024
YDL121C	430	407	10	63.2087
YDL122W	2410	2387	28	30.1771
YDL123W	403	380	19	128.63
