target_id	length	eff_length	est_counts	tpm
YBR020W	1567	1544	1	0.396846
YBR021W	1882	1859	25	8.24006
YBR022W	514	491	22	27.4543
YBR023C	3478	3455	148	26.2472
YBR024W	886	863	56	39.76
YBR025C	1165	1142	801	429.77
YBR026C	1123	1100	441	245.649
YBR028C	1558	1535	43	17.1644
YBR029C	1354	1331	122	56.1631
YBR030W	1639	1616	14	5.30831
YBR031W	1069	1046	1571.11	920.329
YBR033W	2740	2717	142	32.0235
YBR034C	1027	1004	84	51.2643
YBR035C	667	644	230	218.832
YBR036C	1213	1190	294	151.381
YBR037C	868	845	31	22.4789
YBR038W	2872	2849	77	16.5603
YBR039W	916	893	1596	1095.09
YBR040W	877	854	1	0.717483
YBR041W	1990	1967	126	39.2496
YBR042C	1174	1151	31	16.5027
YBR043C	2050	2027	47	14.2074
YBR044C	1699	1676	27	9.87096
YBR045C	1900	1877	4	1.30577
YBR046C	985	962	399	254.137
YBR047W	508	485	88	111.176
YBR048W	451	428	466.52	667.876
YBR049C	2413	2390	263	67.426
YBR050C	997	974	60	37.7452
YBR052C	613	590	71	73.7354
YBR053C	1057	1034	206	122.072
YBR054W	1015	992	3858.29	2383.16
YBR055C	2680	2657	40	9.2244
YBR056W	1486	1463	343	143.655
YBR056W-A	181	158	89	345.146
YBR057C	1081	1058	46	26.6405
YBR058C	2326	2303	114	30.3306
YBR058C-A	223	200	45	137.864
YBR059C	3307	3284	284	52.9889
YBR060C	1843	1820	20	6.7333
YBR061C	913	890	31	21.3423
YBR062C	523	500	69	84.5568
YBR063C	1195	1172	2	1.04562
YBR065C	1075	1052	24	13.9786
YBR066C	643	620	51	50.402
YBR067C	613	590	73	75.8124
YBR068C	1810	1787	1067	365.855
YBR069C	1840	1817	68	22.931
YBR070C	694	671	7	6.39212
YBR071W	616	593	207	213.887
YBR072C-A	142	119	0	0
YBR072W	625	602	37202	37865.1
YBR073W	2857	2834	45	9.72931
YBR074W	2911	2888	105	22.2773
YBR076W	1045	1022	11	6.59495
YBR077C	469	446	50	68.6918
YBR078W	1270	1247	2082	1023.02
YBR079C	2875	2852	384	82.4995
YBR080C	2257	2234	225	61.7119
YBR081C	3979	3956	72	11.1518
YBR082C	427	404	317	480.781
YBR083W	1441	1418	30	12.9633
YBR084C-A	550	527	762.69	886.762
YBR084W	2908	2885	102	21.6633
YBR085C-A	238	215	1652	4708.05
YBR085W	904	881	2	1.39099
YBR086C	2821	2798	270	59.127
YBR087W	1045	1022	20	11.9908
YBR088C	757	734	129	107.687
YBR089C-A	280	257	165.981	395.727
YBR090C	349	326	37.0187	69.5781
YBR091C	310	287	9	19.2146
YBR092C	1384	1361	74.2133	33.4113
YBR093C	1384	1361	91.2455	41.0793
YBR094W	2242	2219	96	26.5084
YBR095C	1273	1250	97	47.5479
YBR096W	673	650	64	60.3304
YBR097W	4345	4322	86	12.1922
YBR098W	2056	2033	52	15.6724
YBR101C	853	830	316	233.281
YBR102C	2242	2219	67	18.5007
YBR103W	1588	1565	39	15.2693
YBR104W	970	947	17	10.9994
YBR105C	1069	1046	56	32.8039
YBR106W	547	524	190	222.173
YBR107C	718	695	8	7.05301
YBR108W	2824	2801	226.654	49.5816
YBR109C	424	401	483	738.027
YBR110W	1330	1307	102	47.8183
YBR111C	676	653	294	275.87
YBR111W-A	271	248	31	76.5913
YBR112C	2881	2858	226.275	48.5114
YBR114W	2353	2330	85	22.3528
YBR115C	4159	4136	245	36.2957
YBR117C	2026	2003	814	249.008
YBR118W	1357	1334	13710.7	6297.57
YBR119W	877	854	29	20.807
YBR120C	469	446	38	52.2058
YBR121C	1984	1961	526	164.353
YBR122C	514	491	54	67.3879
YBR123C	1930	1907	60	19.2784
YBR125C	1162	1139	34	18.2905
YBR126C	1468	1445	1687	715.347
YBR126W-A	187	164	67	250.323
YBR127C	1534	1511	835	338.604
YBR128C	1015	992	19	11.7358
YBR129C	967	944	23	14.9288
YBR130C	1258	1235	62	30.7606
YBR131W	2095	2072	32	9.46302
YBR132C	1771	1748	246	86.231
YBR133C	2464	2441	31	7.7815
YBR135W	433	410	51.8913	77.5497
YBR136W	7087	7064	55	4.77069
YBR137W	520	497	79	97.3958
YBR138C	1555	1532	30	11.9986
YBR139W	1507	1484	417	172.176
YBR140C	9259	9236	310	20.5659
YBR141C	994	971	10	6.31031
YBR142W	2302	2279	47	12.6364
YBR143C	1294	1271	294	141.733
YBR145W	1036	1013	32	19.3558
YBR146W	817	794	62	47.8455
YBR147W	871	848	100	72.256
YBR148W	1810	1787	3	1.02865
YBR149W	1015	992	447	276.099
YBR150C	3265	3242	72.3298	13.6702
YBR151W	931	908	85	57.3591
YBR152W	856	833	12	8.82685
YBR153W	715	692	8	7.08359
YBR154C	628	605	98	99.2522
YBR155W	1138	1115	35	19.2337
YBR156C	2077	2054	31	9.24764
YBR157C	748	725	10	8.45146
YBR158W	1630	1607	29	11.0574
YBR159W	1024	1001	145	88.7572
YBR160W	877	854	50	35.8742
YBR161W	1111	1088	36	20.2742
YBR162C	1348	1325	531	245.555
YBR162W-A	178	155	20	79.062
YBR163W	1738	1715	9	3.2155
YBR164C	532	509	47	56.5783
YBR165W	814	791	44	34.0836
YBR166C	1339	1316	53	24.6768
YBR167C	403	380	5	8.06225
YBR168W	1222	1199	25	12.7759
YBR169C	2062	2039	1206	362.41
YBR170C	1723	1700	193	69.5629
YBR171W	601	578	54	57.2447
YBR172C	2203	2180	136	38.2254
YBR173C	427	404	177	268.449
YBR175W	928	905	13	8.80166
YBR176W	919	896	45	30.7733
YBR177C	1336	1313	431	201.132
YBR179C	2548	2525	148	35.9145
YBR180W	1699	1676	2	0.731182
YBR181C	691	668	778.77	714.336
YBR182C	1339	1316	58	27.0048
YBR182C-A	175	152	0	0
YBR183W	931	908	86	58.034
YBR184W	1552	1529	2	0.801479
YBR185C	817	794	65	50.1606
YBR186W	1675	1652	3	1.11271
YBR187W	823	800	51	39.0616
YBR188C	403	380	22	35.4739
YBR189W	568	545	679.882	764.375
YBR191W	463	440	547.148	761.941
YBR192W	1114	1091	37	20.78
YBR193C	652	629	29	28.2499
YBR194W	352	329	4	7.44961
YBR195C	1249	1226	50	24.989
YBR196C	1645	1622	3868	1461.19
YBR196C-A	130	107	0	0
YBR196C-B	85	62	0	0
YBR197C	634	611	10	10.0283
YBR198C	2377	2354	109	28.372
YBR199W	1375	1352	265	120.099
YBR200W	1636	1613	41	15.5747
YBR200W-A	145	122	1	5.02238
YBR201C-A	184	161	18	68.5041
YBR201W	616	593	14	14.4658
YBR202W	2518	2495	144.68	35.5309
YBR203W	2755	2732	189	42.3888
YBR204C	1108	1085	77	43.4841
YBR205W	1195	1172	91	47.5755
YBR207W	1378	1355	403	182.236
YBR208C	5488	5465	416	46.6415
YBR210W	409	386	8	12.6991
YBR211C	955	932	26	17.0933
YBR212W	1999	1976	352	109.15
YBR213W	805	782	55	43.0949
YBR214W	1564	1541	444	176.543
YBR215W	1858	1835	41	13.6904
YBR216C	2005	1982	82	25.3501
YBR217W	541	518	11	13.0117
YBR218C	3523	3500	429.158	75.1309
YBR219C	364	341	1.22479	2.20078
YBR220C	1663	1640	27.7752	10.3773
YBR221C	1081	1058	482	279.146
YBR221W-A	85	62	0	0
YBR222C	1612	1589	674	259.9
YBR223C	1615	1592	16	6.1581
YBR225W	2683	2660	156	35.9346
YBR227C	1543	1520	49	19.7525
YBR228W	895	872	22	15.4588
YBR229C	2845	2822	166	36.043
YBR230C	385	362	676	1144.22
YBR230W-A	181	158	31	120.219
YBR231C	892	869	61	43.011
YBR233W	1222	1199	58	29.64
YBR233W-A	265	242	11	27.8514
YBR234C	1135	1112	187	103.04
YBR235W	3343	3320	76	14.0264
YBR236C	1291	1268	39	18.8458
YBR237W	2530	2507	49	11.976
YBR238C	2176	2153	29	8.25322
YBR239C	1570	1547	14	5.54507
YBR240C	1333	1310	49	22.9189
YBR241C	1447	1424	253	108.863
YBR242W	697	674	31	28.182
YBR243C	1327	1304	41	19.2653
YBR244W	469	446	20	27.4767
YBR245C	3370	3347	147	26.9111
YBR246W	1144	1121	20	10.9319
YBR247C	1432	1409	65	28.2665
YBR248C	1639	1616	143	54.2206
YBR249C	1093	1070	579	331.562
YBR250W	1552	1529	5	2.0037
YBR251W	904	881	74	51.4666
YBR252W	424	401	60	91.6804
YBR253W	346	323	32	60.704
YBR254C	508	485	16	20.2138
YBR255C-A	343	320	47	89.9948
YBR255W	2065	2042	44	13.2028
YBR256C	697	674	127	115.455
YBR257W	820	797	46	35.3646
YBR258C	409	386	9	14.2865
YBR259W	2047	2024	18	5.44919
YBR260C	1981	1958	91	28.4773
YBR261C	679	656	32	29.8893
YBR262C	301	278	41	90.3668
YBR263W	1453	1430	325	139.257
YBR264C	580	557	14	15.4008
YBR265W	943	920	39	25.9745
YBR267W	1162	1139	54	29.0496
YBR268W	298	275	18	40.106
YBR269C	397	374	251	411.218
YBR270C	1618	1595	33	12.6772
YBR271W	1240	1217	14	7.04867
YBR272C	1423	1400	64	28.0105
YBR273C	1291	1268	146	70.551
YBR274W	1564	1541	18	7.15714
YBR275C	5731	5708	68	7.29952
YBR276C	2404	2381	34	8.74962
YBR278W	586	563	12	13.06
YBR279W	1318	1295	136	64.3485
YBR280C	1894	1871	132	43.2285
YBR281C	2617	2594	45	10.6295
YBR282W	421	398	40	61.581
YBR283C	1453	1430	199	85.2681
YBR284W	2374	2351	12	3.12751
YBR285W	415	392	53	82.8437
YBR286W	1594	1571	981	382.615
YBR287W	1264	1241	253	124.916
YBR288C	1432	1409	75	32.6152
YBR289W	2698	2675	110.328	25.2714
YBR290W	946	923	101	67.0485
YBR291C	880	857	26	18.5893
YBR293W	1405	1382	13	5.76375
YBR294W	2560	2537	112	27.05
YBR295W	3631	3608	256	43.4753
YBR296C	1705	1682	69	25.1358
YBR296C-A	100	77	0	0
YBR297W	1387	1364	76.3864	34.314
YBR298C	1825	1802	2	0.680056
YBR298C-A	202	179	0	0
YBR299W	1735	1712	0	0
YBR301W	343	320	0	0
YBR302C	1120	1097	113.244	63.2524
YCL001W	547	524	125	146.167
YCL001W-A	442	419	0	0
YCL001W-B	235	212	0	0
YCL002C	772	749	8	6.54452
YCL004W	1546	1523	19	7.64405
YCL005W	751	728	12	10.1
YCL005W-A	202	179	68	232.769
YCL008C	1138	1115	37	20.3328
YCL009C	910	887	405	279.77
YCL010C	760	737	36	29.9299
YCL011C	1264	1241	99	48.8802
YCL012C	385	362	66	111.713
YCL014W	4891	4868	89	11.2023
YCL016C	1123	1100	24	13.3687
YCL017C	1474	1451	409	172.713
YCL018W	1078	1055	0	0
YCL019W	5293	5270	0	0
YCL020W	1297	1274	0	0
YCL021W-A	358	335	1	1.82905
YCL024W	3094	3071	36	7.18278
YCL025C	1882	1859	1347.5	444.139
YCL026C-A	562	539	3	3.41037
YCL026C-B	562	539	512	582.037
YCL027W	1519	1496	11	4.50537
YCL028W	1198	1175	337	175.736
YCL029C	1303	1280	30	14.3609
YCL030C	2380	2357	972	252.683
YCL031C	874	851	83	59.761
YCL032W	1021	998	62	38.0654
YCL033C	487	464	74	97.72
YCL034W	1045	1022	103	61.7527
YCL035C	313	290	306	646.536
YCL036W	1681	1658	3	1.10868
YCL037C	1285	1262	181	87.8798
YCL038C	1567	1544	87	34.5256
YCL039W	2218	2195	116	32.3812
YCL040W	1483	1460	3267.52	1371.31
YCL042W	340	317	31.4844	60.8563
YCL043C	1549	1526	1594	640.034
YCL044C	1234	1211	54	27.3224
YCL045C	2263	2240	206	56.3493
YCL047C	757	734	44	36.7304
YCL048W	1372	1349	9	4.0879
YCL048W-A	220	197	5	15.5515
YCL049C	919	896	39	26.6702
YCL050C	946	923	173	114.846
YCL051W	1732	1709	39	13.9827
YCL052C	1231	1208	58	29.4192
YCL054W	2506	2483	76	18.7545
YCL054W-A	67	44	0	0
YCL055W	988	965	47	29.8428
YCL056C	415	392	16	25.0094
YCL057C-A	274	251	223	544.378
YCL057W	2119	2096	253	73.9603
YCL058C	439	416	14.2222	20.9481
YCL058W-A	322	299	12.7778	26.1851
YCL059C	931	908	48	32.391
YCL061C	3271	3248	52	9.80973
YCL063W	1252	1229	10	4.9856
YCL064C	1063	1040	127	74.8238
YCL066W	508	485	6	7.58017
YCL067C	613	590	47.5458	49.3776
YCL068C	763	740	9.12565	7.55617
YCL069W	1357	1334	0	0
YCL073C	1828	1805	0	0
YCR002C	949	926	112	74.11
YCR003W	532	509	39	46.9479
YCR004C	724	701	183	159.957
YCR005C	1363	1340	7174	3280.4
YCR007C	700	677	20	18.1013
YCR008W	1792	1769	194	67.196
YCR009C	778	755	213	172.863
YCR010C	832	809	42	31.8105
YCR011C	3130	3107	295	58.1769
YCR012W	1231	1208	15010	7613.48
YCR014C	1729	1706	20	7.18324
YCR015C	934	911	3	2.01777
YCR016W	853	830	19	14.0264
YCR017C	2842	2819	134	29.1259
YCR018C	646	623	1	0.983516
YCR019W	1072	1049	21	12.2663
YCR020C	628	605	26	26.3322
YCR020C-A	247	224	12	32.8249
YCR020W-B	217	194	8	25.2672
YCR021C	979	956	11147	7144.46
YCR023C	1816	1793	47	16.0615
YCR024C	1459	1436	18	7.68047
YCR024C-A	103	80	172.192	1318.84
YCR024C-B	247	224	6	16.4124
YCR026C	2209	2186	96	26.9086
YCR027C	610	587	15	15.6575
YCR028C	1519	1496	70	28.6706
YCR028C-A	388	365	206	345.815
YCR030C	2593	2570	211	50.3059
YCR031C	394	371	613.068	1012.52
YCR032W	6484	6461	75	7.11264
YCR033W	3661	3638	119	20.0426
YCR034W	1024	1001	81	49.5816
YCR035C	1165	1142	68	36.4848
YCR036W	982	959	71	45.3638
YCR037C	2752	2729	85	19.0847
YCR038C	1909	1886	9.87435	3.20801
YCR039C	613	590	47.5458	49.3776
YCR040W	508	485	6	7.58017
YCR041W	313	290	3.89483	8.22924
YCR042C	4204	4181	132.105	19.3602
YCR043C	364	341	16	28.7498
YCR044C	1054	1031	24	14.2634
YCR045C	1456	1433	5	2.13793
YCR046C	490	467	25	32.8014
YCR047C	808	785	36	28.0997
YCR048W	1813	1790	43	14.7192
YCR050C	289	266	0	0
YCR051W	649	626	48	46.9825
YCR052W	1432	1409	59	25.6573
YCR053W	1525	1502	619	252.517
YCR054C	1672	1649	41	15.2347
YCR057C	2752	2729	33	7.40935
YCR059C	757	734	36	30.0522
YCR060W	316	293	16	33.4597
YCR061W	1876	1853	138	45.6324
YCR063W	454	431	3	4.26495
YCR065W	1675	1652	56	20.7705
YCR066W	1444	1421	22	9.48633
YCR067C	3178	3155	192	37.2882
YCR068W	1543	1520	138	55.6295
YCR069W	937	914	155	103.909
YCR071C	421	398	34	52.3438
YCR072C	1528	1505	25	10.1782
YCR073C	3976	3953	27	4.18511
YCR073W-A	928	905	143	96.8182
YCR075C	763	740	7	5.7961
YCR075W-A	208	185	14	46.3688
YCR076C	733	710	76	65.5881
YCR077C	2371	2348	344	89.7697
YCR079W	1309	1286	49	23.3467
YCR081W	4264	4241	64	9.24658
YCR082W	367	344	43	76.5913
YCR083W	364	341	142	255.155
YCR084C	2122	2099	225	65.681
YCR086W	553	530	18	20.8097
YCR087C-A	442	419	28	40.9462
YCR088W	1759	1736	607	214.244
YCR089W	4810	4787	2	0.255998
YCR090C	529	506	26	31.4842
YCR091W	2143	2120	69	19.9426
YCR092C	3037	3014	62	12.6043
YCR093W	6307	6284	350	34.1273
YCR094W	1156	1133	27	14.6017
YCR095C	1069	1046	26	15.2304
YCR095W-A	139	116	0	0
YCR096C	340	317	37.9084	73.2734
YCR097W	361	338	39	70.6997
YCR098C	1537	1514	3	1.21413
YCR099C	448	425	1	1.44172
YCR100C	931	908	0	0
YCR101C	529	506	0	0
YCR102C	1087	1064	0	0
YCR104W	355	332	0	0
YCR105W	1066	1043	8	4.69976
YCR106W	2479	2456	5	1.24742
YCR107W	1072	1049	2.46809	1.44163
YCR108C	172	149	0	0
YDL001W	1273	1250	56	27.4503
YDL002C	592	569	14	15.076
YDL003W	1681	1658	54	19.9562
YDL004W	463	440	494	687.929
YDL005C	1276	1253	127	62.1044
YDL006W	826	803	28	21.3655
YDL007C-A	238	215	0	0
YDL007W	1294	1271	339	163.427
YDL008W	478	455	28	37.7065
YDL009C	304	281	41.3754	90.2206
YDL010W	676	653	101.625	95.3576
YDL012C	304	281	73	159.179
YDL013W	1840	1817	64	21.5821
YDL014W	964	941	209	136.09
YDL015C	913	890	210	144.577
YDL017W	1504	1481	39	16.1354
YDL018C	658	635	36	34.7375
YDL019C	3832	3809	197	31.6902
YDL020C	1576	1553	555	218.973
YDL021W	916	893	136	93.3162
YDL022C-A	229	206	0	0
YDL022W	1156	1133	1338	723.595
YDL024C	1387	1364	1	0.449216
YDL025C	1843	1820	118	39.7265
YDL027C	1243	1220	121	60.7708
YDL028C	2275	2252	51	13.8762
YDL029W	1156	1133	223	120.599
YDL030W	1573	1550	42	16.603
YDL031W	2968	2945	141	29.3362
YDL033C	1234	1211	8	4.04777
YDL035C	2866	2843	131	28.2335
YDL036C	1369	1346	27	12.291
YDL037C	967	944	0	0
YDL039C	2077	2054	4	1.19324
YDL040C	2545	2522	107	25.9961
YDL042C	1669	1646	52	19.3572
YDL043C	781	758	27	21.8255
YDL044C	1303	1280	43	20.5839
YDL045C	901	878	49	34.1957
YDL045W-A	268	245	45	112.542
YDL046W	502	479	213	272.467
YDL047W	916	893	106	72.7317
YDL048C	1453	1430	645	276.372
YDL049C	787	764	27	21.6541
YDL051W	808	785	75	58.5411
YDL052C	892	869	58	40.8957
YDL053C	538	515	95	113.028
YDL054C	1441	1418	151	65.2485
YDL055C	1066	1043	1003	589.232
YDL056W	2482	2459	83	20.6818
YDL057W	967	944	38	24.665
YDL058W	5353	5330	109	12.5305
YDL059C	697	674	18	16.3637
YDL060W	2347	2324	70	18.4557
YDL061C	151	128	235.368	1126.7
YDL063C	1843	1820	36	12.1199
YDL064W	454	431	32	45.4928
YDL065C	1009	986	122	75.8145
YDL066W	1267	1244	621	305.873
YDL067C	160	137	360	1610.1
YDL069C	670	647	12	11.3644
YDL070W	1897	1874	276	90.2421
YDL072C	592	569	195	209.987
YDL073W	2935	2912	38	7.9958
YDL074C	2083	2060	124	36.8828
YDL075W	322	299	560	1147.59
YDL076C	865	842	41	29.8361
YDL077C	3130	3107	48	9.46607
YDL078C	1012	989	329	203.831
YDL079C	1486	1463	38	15.9151
YDL080C	1810	1787	33	11.3151
YDL081C	301	278	607	1337.87
YDL082W	580	557	410.249	451.296
YDL083C	412	389	373.247	587.918
YDL084W	1321	1298	402	189.767
YDL085C-A	187	164	13	48.5701
YDL085W	1618	1595	243	93.3502
YDL086W	802	779	106	83.3754
YDL087C	766	743	20	16.4934
YDL088C	1567	1544	87	34.5256
YDL089W	1435	1412	30	13.0184
YDL090C	1276	1253	19	9.29121
YDL091C	1348	1325	68	31.4458
YDL092W	421	398	27	41.5672
YDL093W	2212	2189	61	17.0747
YDL095W	2434	2411	368	93.5234
YDL097C	1285	1262	290	140.802
YDL098C	565	542	23	26.0015
YDL099W	1006	983	95	59.2161
YDL100C	1045	1022	186	111.515
YDL101C	1522	1499	28	11.4453
YDL102W	3274	3251	102	19.2244
YDL103C	1414	1391	109	48.0141
YDL104C	1204	1181	21	10.8953
YDL105W	1189	1166	13	6.83147
YDL106C	1660	1637	95	35.5586
YDL107W	1036	1013	20	12.0973
YDL108W	901	878	19	13.2595
YDL109C	1924	1901	8	2.57856
YDL110C	433	410	380	567.897
YDL111C	778	755	19	15.4197
YDL112W	4291	4268	84	12.0594
