label_0	pb_0	pb_1	pb_2	pb_3	pb_4	pb_5	pb_6	pb_7	pb_8	pb_9	pb_10	pb_11	pb_12	pb_13	pb_14	pb_15	pb_16	pb_17	pb_18	pb_19
0.0	8.244281233038541e-10	1.478189570728999e-09	2.8125178451416693e-11	5.213932337266373e-10	1.0416943081446609e-10	5.350582478517736e-13	6.669121355500424e-07	1.1761838396660347e-06	4.8328130570949417e-08	4.238386834968491e-08	1.650787518130384e-18	2.600905124625066e-07	6.39285470202869e-10	6.333660027314978e-07	1.519546239871156e-08	2.44950193537807e-14	4.2599246885288687e-07	1.0934278458941224e-08	1.8108250629602363e-22	6.918488026791815e-09
0.0	2.0417156298289667e-11	0.00041665333478594095	2.249188649604754e-12	2.0863080721992746e-05	3.4126161783614224e-07	4.118348623179144e-10	0.00011965513119782892	0.0008894210175821635	1.0960086484242887e-08	5.021865646871305e-06	3.075396349037995e-21	2.3571533029150086e-05	1.044915177169131e-09	5.098119615534646e-05	0.0010716031659491628	8.853188130171885e-08	0.00027391641165775294	8.758946900863013e-06	5.518214028812272e-06	1.9732538203041358e-07
0.0	1.1563451477628138e-06	0.0018407997573936664	1.3988583342069167e-08	0.00016721173158725617	0.00016593946054878459	3.706345380316015e-07	0.0010179860232245304	0.0020472715676989606	2.6502506693325696e-05	0.0005862579629531321	7.791714205518264e-17	0.00015388719712428137	3.2517687742245753e-07	0.0005983625851677869	0.005585671702247179	2.1328646626945565e-05	0.0008228715921845686	9.128475730150222e-05	3.117111957997332e-05	3.831254866577387e-05
0.0	2.889623198890764e-06	4.577031695636151e-09	0.00017896419929235285	2.5874044357927806e-09	1.3036644353414432e-09	2.6535380975235115e-10	3.1291711838061427e-06	4.268250146543136e-06	7.661079394513697e-05	4.377354573584347e-07	5.3615860453910645e-05	1.3514907993672691e-06	4.0784080665938015e-05	3.374860914512837e-06	6.665406077184428e-08	1.4824853136792336e-12	4.814271807075189e-06	4.7479937605336816e-08	2.1075709514876976e-21	1.0655497156469142e-05
0.0	7.156219787661444e-08	0.001290115663897741	1.4311882373627612e-05	0.00010353265848610688	4.270836759321907e-06	2.0424308968912003e-07	0.0005614253641223406	0.0032276173678015534	1.737416526038645e-05	5.1865219983917915e-05	9.988567255296082e-08	0.00012248316831806906	6.666177609387133e-05	0.00027165090253941215	0.004700528399355097	5.358118396503083e-06	0.0030956135484980305	3.80339913514242e-05	6.422502001493473e-05	0.00030391033979996167
1.0	0.004052993427140361	0.005699809416700878	0.08901119050221179	0.0008297851756401781	0.0020767068749995812	0.00018381043014915584	0.004776420100324581	0.007429337892727567	0.042012344680521625	0.0060548012141327144	0.002530667678011999	0.0007996336701588241	0.02074509842259811	0.003188346852658098	0.024501241971071754	0.0012908503940504401	0.009299524749263407	0.0003963859707129977	0.00036279233977856587	0.05900700438944682
0.0	1.3954308693653806e-15	1.1252510634140804e-06	2.2955306802528803e-18	1.2410334562549833e-06	1.1647438170417839e-07	2.14904193173708e-09	1.4306417654381956e-18	8.543169509120164e-06	4.874779519588878e-13	4.96652517235242e-10	1.3147500448148028e-13	5.952787521140512e-11	1.6120432506415027e-09	5.467893650616951e-19	4.698853523026641e-07	7.322757139237768e-07	9.838656141351058e-06	1.3411381700051084e-09	2.5249537379155745e-09	2.4769026297023687e-06
0.0	2.0214972505774285e-11	9.84900648982856e-11	6.66524044841336e-07	6.309109906637187e-10	5.08427617481832e-10	1.0835105176113193e-10	5.638599417672006e-07	6.485377300852484e-07	3.7610374391495555e-08	2.0966192424158794e-07	9.844631390996172e-14	3.5426081283829266e-07	6.1067100294265e-07	5.33256628444409e-07	2.239460232328117e-08	4.900494717038659e-13	1.867406191056522e-06	1.992328417181416e-09	5.070012131086297e-22	5.012699019807221e-07
0.0	5.006285466852079e-13	2.776113077493618e-05	5.330235749207398e-08	2.5245335142785356e-05	1.6656213817991817e-06	8.339791165392661e-08	0.00010116585336044163	0.0004904191576009336	8.529462057928838e-09	2.484185742837206e-05	1.8340424255075416e-16	3.210601713876481e-05	9.981446927448195e-07	4.292314500402397e-05	0.0015792955897041608	1.7711764597630476e-06	0.0012007564460918248	1.5959625393390834e-06	1.545009103324033e-05	1.4296949640680582e-05
0.0	2.8353575901237703e-08	0.0001226503630931716	0.00033150819529418593	0.0002023342698030145	0.0008099132721892796	7.50547107272151e-05	0.0008606854024358012	0.0011288480683092435	2.0625031162456384e-05	0.002900064987003975	4.64666429900021e-12	0.0002096047372989556	0.0003106219351525638	0.0005037858258538739	0.008231990129555876	0.00042670274559631564	0.003607189370807084	1.6632941689771262e-05	8.727400434344256e-05	0.0027758850546467937
0.0	1.6678321778388287e-06	3.5542679418611612e-09	9.824541070464186e-05	2.013862337450276e-09	1.01299222387815e-09	1.9104291729855594e-10	2.3219920945067623e-06	3.4172770775279815e-06	4.999332869438905e-05	3.2614625103713027e-07	2.6211197489696505e-05	1.0032351584239866e-06	2.369288612684088e-05	2.5010279965635706e-06	5.857271727664725e-08	1.1305455478450642e-12	3.879537006264861e-06	3.668043522236533e-08	1.7483802903109643e-21	6.069303115543649e-06
0.0	4.130425599479656e-08	0.0010018319842216748	7.856748820788656e-06	8.058288790766023e-05	3.3185874442551166e-06	1.4704592230537784e-07	0.0004166040080817822	0.002584118190671738	1.1337728144093603e-05	3.864353863187208e-05	4.8831130704829566e-08	9.092138905376093e-05	3.8726136380073916e-05	0.00020131392959668224	0.004130621867566364	4.086109212751345e-06	0.0024945719310744867	2.9383007357977346e-05	5.3279230793950685e-05	0.0001731053882430994
0.0	0.0023393059887354202	0.004426154597927152	0.04886419184829994	0.0006458492110006378	0.0016136728583056677	0.00013233531803583294	0.0035443282139351173	0.005948129844870924	0.02741567928847457	0.004511288001847776	0.0012371680642183185	0.0005935820000687533	0.012051546745473688	0.0023628069254534962	0.02153063597746351	0.0009844044675936217	0.007493937162505527	0.0003062263906631218	0.00030096209852242627	0.03361001277752124
0.0	8.054145283615482e-16	8.738073160059177e-07	1.2601702204033433e-18	9.659373318272443e-07	9.050461127018932e-08	1.547214416929383e-09	1.0616034324392797e-18	6.8398937106806755e-06	3.18109814930266e-13	3.7004394741500513e-10	6.4274214350904e-14	4.4188578528478835e-11	9.364918013437093e-10	4.052124057503338e-19	4.1291500583993916e-07	5.584345696599044e-07	7.928391275330903e-06	1.0360909101865493e-09	2.094629054458362e-09	1.4108279160136626e-06
