	young	middle	old
Y39A3CR.4.1	198.252	200.821	134.403
Y39A3CR.7.1	46.957	25.093	42.212
Y39A3CL.1.1	15.328	23.328	21.373
Y39A3CL.6.1	21.809	33.008	53.357
Y38C1AA.2.1	78.435	77.828	74.056
Y34D9A.6.1	318.05	321.063	281.045
Y34D9A.7a.1	28.714	15.927	22.29
Y23H5B.5.1	62.086	38.236	32.145
Y23H5B.6a.1	14.724	10.8	9.269
Y17G9A.4.1	8.976	5.497	7.106
Y110A2AR.1.1	98.601	118.671	108.609
Y110A2AR.3a.1	46.08	23.338	28.985
Y110A2AL.14.1	15.536	27.753	28.811
Y110A2AL.13.1	144.302	169.494	128.308
Y77E11A.1a.1	49.711	42.044	52.903
Y77E11A.13a.1	98.345	98.773	92.867
Y77E11A.11a.1	19.715	36.218	37.782
Y77E11A.4.1	40.119	44.406	41.151
Y76B12C.7a.1	18.678	20.2	21.443
Y76B12C.2.1	20.608	35.346	25.978
Y76B12C.3a.1	77.111	72.272	68.986
Y75D11A.3.1	53.698	35.172	26.739
Y74C9A.2a.1	353.758	570.518	584.437
Y73C8B.1.1	9.148	11.063	21.706
Y73C8B.2.1	12.876	8.095	14.611
Y71H2B.1.1	16.394	15.109	7.877
Y71H2B.2.1	41.415	47.127	57.034
Y71H2B.3.1	85.777	104.393	81.754
Y71H2B.4.1	176.433	316.512	146.965
Y71H2B.5.1	7.928	13.874	14.693
Y71H2B.6.1	35.014	36.36	28.991
Y71H2B.10.1	57.014	62.452	61.505
Y71H2B.7.1	5.888	6.516	6.258
Y71F9B.13a.1	22.865	24.245	17.343
Y71F9B.10a.1	14.515	7.736	10.328
Y71F9B.2a.1	29.216	26.07	21.404
Y71F9B.3.1	787.183	668.648	728.996
Y71F9B.4.1	594.813	909.854	852.046
Y71F9AL.1.1	8.661	12.781	12.901
Y71F9AL.18a.1	44.064	49.969	41.996
Y71F9AL.5.1	16.496	14.148	11.916
Y71F9AL.17.1	113.2	123.944	140.787
Y71F9AL.16.1	110.24	99.299	100.897
Y71F9AL.14.1	31.755	42.472	40.909
Y71F9AL.8.1	18.754	14.302	17.349
Y71F9AL.9.1	314.754	255.709	265.169
Y71F9AL.13a.1	2731.967	2452.793	2013.549
Y71F9AL.12a.1	104.917	105.441	74.147
Y71F9AL.10a.1	32.588	24.933	34.999
F59D8.1.1	3525.428	2435.232	1126.101
F54A3.2.1	17.697	20.36	15.811
F54A3.3.1	426.794	282.973	249.848
F54A3.6a.1	8.743	14.002	8.081
F54A3.5.1	212.373	240.647	174.288
ZK973.1.1	12.418	29.312	19.145
ZK973.11.1	19.586	18.574	22.023
ZK973.2.1	19.888	18.588	18.565
ZK973.10.1	184.513	272.302	190.869
ZK973.9.1	91.541	45.741	72.953
ZK973.6a.1	2.803	4.225	4.44
ZK616.2.1	26.403	29.287	15.229
ZK616.6a.1	48.653	48.611	56.037
ZK616.4.1	96.596	62.156	85.727
Y6D11A.1.1	53.414	49.658	37.122
Y5H2B.5.1	3.995	7.072	6.036
Y5H2B.2b.1	7.764	5.508	6.982
Y53G8B.2.1	12.78	20.935	17.587
Y4C6A.3.1	9.913	6.794	9.128
Y49F6B.1a.1	28.292	32.928	31.666
Y49F6B.2.1	38.3	50.184	33.038
Y49F6B.4.1	43.716	26.652	28.349
Y49F6B.7.1	8.143	2.777	6.101
Y47D9A.1a.1	23.677	30.286	38.335
Y46B2A.1.1	17.139	4.967	6.424
Y45G12C.2a.1	42.649	201.224	43.87
Y45G12B.1.1	124.31	136.586	114.568
Y45G12B.2a.1	42.286	41.081	37.022
Y45G12B.3a.1	43.254	30.095	27.35
Y42G9A.1.1	8.565	5.053	6.86
Y42G9A.3a.1	8.537	22.9	19.478
Y32H12A.8a.1	3.993	4.045	4.622
Y32H12A.7.1	16.572	12.422	13.62
Y32H12A.5.1	23.801	24.732	28.836
Y32H12A.4.1	144.374	271.872	191.362
Y32H12A.3.1	26.721	61.459	45.597
Y24D9A.1a.1	33.322	32.243	34.412
Y17G9B.3.1	29.805	47.67	40.292
Y17G9B.9.1	37.533	42.468	22.969
Y17G9B.5.1	16.332	22.985	20.687
Y119C1A.1.1	38.464	24.268	30.597
Y110A7A.18.1	18.903	20.211	21.842
Y110A7A.3.1	3.777	3.064	2.621
Y110A7A.4.1	137.01	184.134	199.391
Y110A7A.5.1	8.64	11.537	11.384
Y110A7A.6a.1	115.818	118.012	84.965
Y110A7A.8.1	59.716	56.588	82.391
Y110A7A.17a.1	29.935	37.552	35.783
Y110A7A.11.1	19.592	21.724	18.951
Y110A7A.14.1	476.668	406.825	386.313
Y110A7A.12.1	5.81	10.952	8.812
Y104H12D.2.1	24.313	11.865	11.872
W08E12.7.1	810.691	634.973	654.512
W06H8.6.1	37.462	41.578	57.596
W02H5.8.1	7.64	2.658	2.181
T28F12.3a.1	6.116	12.334	11.496
T28F12.2a.1	40.117	12.633	24.083
T02H6.2.1	13.874	15.341	14.887
T02H6.11.1	791.637	704.895	622.27
R05D8.8.1	26.143	86.362	43.171
K12H6.7.1	9.156	1.809	5.845
K12H6.6a.1	68.388	83.273	123.37
K08A2.1.1	12.694	13.839	14.016
H27M09.1.1	39.375	52.927	46.325
H27M09.2.1	130.324	127.913	128.398
H27M09.3.1	11.991	17.42	17.158
H24K24.4a.1	23.525	25.232	23.291
H23L24.5.1	6.063	13.325	9.063
H20J04.3.1	50.347	28.922	34.07
H20J04.5.1	274.312	273.072	225.476
H20J04.6.1	28.443	27.711	29.162
H12I13.4.1	13.092	12.482	12.405
H06I04.3a.1	44.87	46.217	38.286
F59H6.11.1	23.033	13.589	7.826
F55A3.3.1	141.264	149.04	149.601
F49H12.1a.1	53.039	39.274	39.883
F49H12.5.1	39.494	52.328	32.061
F49H12.6a.1	24.575	34.722	35.449
F45D11.9.1	11.72	12.822	10.343
T22F3.3a.1	504.662	500.802	453.981
F35F11.1.1	52.775	47.212	47.898
F27B3.6.1	17.315	3.904	7.054
C15F1.6.1	270.948	180.524	244.065
Y87G2A.10a.1	124.232	134.502	110.479
Y87G2A.7.1	14.662	14.538	19.079
Y73F8A.34a.1	51.363	39.13	50.858
Y73F8A.26a.1	8.481	6.491	4.601
Y73F8A.25a.1	39.341	42.222	57.812
Y73F8A.6.1	129.374	214.439	299.986
Y73F8A.11.1	7.064	11.72	5.765
Y57A10A.13.1	25.812	23.672	42.915
Y57A10A.31.1	24.684	41.589	38.194
Y57A10A.28.1	18.167	13.343	11.154
Y57A10A.26.1	21.85	37.323	42.853
Y57A10A.10.1	17.318	9.952	5.254
Y57A10A.25.1	17.041	19.472	12.772
Y57A10A.20.1	16.762	6.545	9.727
Y57A10A.16.1	40.621	78.189	60.23
Y57A10A.8.1	10.224	10.149	8.341
Y53H1C.1a.1	31.294	29.604	41.459
Y53F4B.22a.1	163.893	165.487	162.5
Y53F4B.21.1	8.505	10.57	7.914
Y53F4B.14a.1	94.585	60.634	58.268
Y53F4B.13a.1	19.994	13.948	20.232
Y53F4B.4b.1	16.877	14.058	13.842
Y53F4B.31.1	16.262	7.708	2.907
Y53F4B.30.1	46.552	25.15	16.812
Y53F4B.29.1	30.915	20.898	11.597
Y53F4B.18.1	40.682	37.773	35.368
Y53F4B.9.1	11.277	10.989	9.963
Y53F4B.3.1	39.642	55.603	33.796
Y51H4A.17a.1	4.081	3.971	6.941
Y51H4A.7.1	11.804	10.739	10.163
Y50E8A.1.1	26.913	15.84	15.133
Y48C3A.18a.1	11.173	10.024	10.936
Y48C3A.16.1	87.379	71.551	73.1
Y48C3A.10.1	34.127	71.615	50.337
Y48C3A.7.1	13.924	17.362	13.111
Y48C3A.3.1	9.711	9.327	7.097
Y48C3A.4a.1	5.195	2.286	7.135
Y47D3A.27.1	42.598	41.199	31.726
Y47D3A.21.1	171.539	189.828	110.793
Y47D3A.16.1	79.868	87.47	115.368
Y47D3A.15.1	62.243	55.12	82.372
Y39G8B.1a.1	101.253	101.421	93.191
Y38E10A.24.1	265.637	335.048	191.395
Y38E10A.15.1	103.866	15.797	34.172
Y38E10A.13.1	195.727	82.509	79.698
Y38E10A.7.1	56.848	114.867	156.624
Y38E10A.5.1	8.139	2.457	12.268
Y116A8C.3.1	20.379	19.87	50.116
Y113G7B.18b.1	49.359	29.779	39.123
Y105C5B.19.1	10.904	12.258	13.619
W02A11.4.1	105.94	77.72	93.232
T26E3.3a.1	46.593	48.505	62.167
M199.4.1	57.932	189.323	71.224
M199.2.1	10.809	6.154	8.387
K09E4.3a.1	27.327	23.452	17.718
K07A12.7.1	46.687	48.904	49.256
JC8.2.1	26.88	39.288	42.159
F25H5.8.1	130.215	230.721	352.96
C47G2.3.1	42.389	34.762	29.105
F14H12.4b.1	16.857	9.024	12.764
H19N07.4a.1	35.123	42.397	28.866
T03F6.5.1	64.615	51.808	74.543
Y39B6A.39a.1	30.82	33.069	32.692
Y111B2A.22a.1	16.241	15.158	18.21
Y111B2A.3.1	31.745	41.678	33.798
Y71A12B.11.1	45.47	16.286	21.167
Y71A12B.1a.1	2720.561	2452.793	2472.349
Y67H2A.8.1	164.829	159.48	105.23
Y59A8B.8.1	40.401	61.09	40.882
Y39B6A.1.1	32.407	67.968	32.735
Y39B6A.2a.1	71.004	68.334	69.806
Y39B6A.5a.1	50.173	128.154	165.429
Y39B6A.10.1	42.243	63.676	47.105
Y39B6A.14.1	12.977	18.749	21.049
Y39B6A.33.1	37.719	43.129	33.857
Y39B6A.19a.1	7.132	7.408	4.051
Y111B2A.18.1	593.633	428.65	537.94
Y111B2A.17.1	29.04	32.778	31.065
Y111B2A.16.1	38.313	27.516	44.706
Y111B2A.13.1	40.982	40.076	37.13
Y105E8A.21a.1	18.665	17.212	13.664
Y105E8A.11.1	103.533	79.668	45.45
Y105E8A.6.1	9.273	8.15	5.268
Y105E8A.4.1	61.818	78.033	59.815
Y105E8B.6.1	75.581	46.72	50.055
Y105E8B.5.1	205.652	132.419	92.917
Y105E8B.4.1	77.813	56.869	52.623
Y105E8A.2.1	39.765	38.125	48.957
Y43D4A.4a.1	13.959	12.222	11.132
Y43D4A.2.1	34.726	51.07	27.502
Y105C5A.24.1	4.749	11.726	11.284
C01C10.4.1	8.22	3.085	10.316
Y69A2AR.30a.1	118.465	95.415	106.685
Y2H9A.1.1	16.383	15.976	22.439
Y41D4B.13a.1	35.782	36.962	30.06
ZK484.1a.1	291.164	323.576	472.68
H30A04.1b.1	11.082	10.397	16.052
F58D5.1a.1	336.275	262.17	267.762
F58D5.5.1	75.523	73.671	235.855
H25P06.2b.1	45.998	33.567	39.222
H39E23.1a.1	34.146	46.672	39.709
F56G4.5.1	27.567	20.872	21.134
F23C8.4.1	125.47	132.812	130.471
F23C8.9.1	23.427	34.29	28.44
F23C8.6.1	109.101	128.387	174.944
F23C8.5a.1	411.855	403.244	348.182
B0025.1a.1	27.537	20.826	29.076
F54E2.1.1	120.393	219.603	196.228
K04F1.9a.1	28.263	42.347	28.227
F52D2.4.1	33.821	26.789	17.461
F52D2.7.1	11.869	15.663	12.949
T22H9.2a.1	22.951	21.593	34.35
F56E10.4.1	4752.436	3141.095	3944.719
H28G03.6.1	4.009	3.5	4.273
ZK1005.1a.1	5.779	6.268	8.447
F53A3.7.1	29.663	29.369	28.412
T04G9.7.1	685.666	872.792	1650.228
D1007.8.1	60.211	18.992	16.389
D1007.16.1	58.798	38.875	55.886
H26D21.2.1	60.472	72.276	58.214
F56B3.11a.1	61.245	38.916	42.491
F56D12.6a.1	10.567	15.285	12.989
H06H21.3.1	353.957	359.364	284.381
F52C12.1a.1	16.832	12.718	11.093
Y39D8C.1.1	5.653	8.158	7.913
Y44E3A.3.1	128.312	121.101	122.27
H23N18.1.1	17.21	7.627	5.003
W03A5.7.1	21.182	26.154	35.794
ZC155.7.1	14.772	6.712	10.67
Y49F6C.3.1	35.247	11.316	17.002
Y66H1A.2a.1	113.494	71.383	55.966
Y66H1A.3.1	41.336	83.719	51.709
Y66H1A.5.1	23.355	48.552	51.542
Y66H1A.4.1	214.074	151.693	126.551
Y25C1A.13.1	46.531	61.6	48.128
Y25C1A.5.1	109.339	122.196	119.403
Y25C1A.6.1	43.923	17.626	16.728
Y48A5A.1.1	34.576	23.392	21.881
Y37E11B.5.1	29.891	18.83	19.96
Y37E11B.3a.1	20.296	25.215	26.916
H14E04.5.1	16.607	23.889	22.162
Y14H12B.2.1	42.645	62.761	60.218
R05C11.3.1	11.044	14.193	13.141
H04M03.3.1	56.368	68.447	62.127
D1037.1.1	4.463	7.878	6.474
D1037.3.1	464.404	600.22	728.805
D1037.2.1	3.529	5.883	5.61
F08B6.3.1	24.059	26.005	19.237
W05F2.6a.1	31.388	52.071	38.958
W05F2.3.1	1030.558	1163.534	904.296
VC5.2.1	5.809	16.677	16.676
VC5.4.1	23.867	16.906	22.761
H11L12.1.1	38.085	23.234	43.276
W07E6.2a.1	24.672	28.464	20.833
W07E6.1a.1	51.404	57.938	52.885
Y55H10A.1.1	239.124	240.498	238.346
W05E7.1.1	105.684	8.93	8.91
R11E3.8a.1	191.819	139.776	129.421
M57.1.1	9.397	7.27	9.464
M57.2a.1	64.208	69.322	87.341
K08B4.3.1	16.75	7.231	6.134
K08B4.2.1	10.805	2.725	6.924
H20E11.1a.1	12.753	17.533	15.298
H35B03.1.1	10.861	10.266	10.76
T12B5.11.1	9.217	3.819	9.882
T12B5.10.1	37.006	85.812	86.906
T12B5.8.1	10.455	21.079	33.632
T24C4.1.1	258.249	322.035	286.252
T24C4.5.1	8.762	5.062	2.674
T24C4.4.1	47.761	23.799	93.753
T24C4.2.1	23.179	15.286	39.477
K01A2.10a.1	13.806	19.233	30.349
F56F11.3.1	5.12	6.163	6.565
F40G9.2.1	53.629	25.101	21.566
F40G9.3.1	301.799	305.544	366.098
F40G9.11.1	36.488	51.517	70.39
F54D10.7.1	62.564	37.873	33.146
F54D10.5.1	33.702	31.54	32.17
F54C4.1.1	49.712	48.827	43.041
F54C4.2.1	126.35	65.837	74.199
E02H9.5.1	5.44	4.529	4.393
C29F9.7.1	28.873	14.257	17.941
R160.7.1	29.277	19.07	20.238
W04C9.1a.1	9.621	17.098	16.206
W04C9.2.1	170.668	67.343	92.801
W04C9.4.1	58.034	61.217	49.811
F58E1.5.1	17.806	13.188	12.926
T10B11.8a.1	21.149	13.961	13.916
T10B11.1.1	95.032	103.909	55.94
T10B11.6.1	59.879	43.68	29.641
T10B11.5.1	7.14	3.766	2.599
T10B11.2.1	37.546	35.908	36.527
T10B11.3.1	82.539	56.626	60.855
F59H5.1.1	6.212	9.52	7.516
F47G6.2.1	6.531	2.356	2.097
Y71H10A.1a.1	83.6	65.816	54.971
Y71H10A.2.1	38.621	19.802	22.83
T27C10.6.1	3.059	3.368	2.747
C43H8.1.1	32.113	36.255	26.859
ZK381.4a.1	164.175	164.775	183.151
T10B5.5a.1	373.259	332.86	294.114
R02D3.8.1	22.599	33.705	27.989
ZK792.8.1	14.632	2.021	4.891
Y95D11A.1.1	39.28	45.5	34.816
Y87G2A.13.1	46.028	54.753	47.612
Y87G2A.11.1	11.606	15.742	13.962
Y87G2A.9.1	72.34	80.78	72.696
Y87G2A.6.1	45.776	49.999	49.717
Y87G2A.5.1	171.945	145.348	133.428
Y87G2A.2.1	14.894	14.376	8.001
Y87G2A.1.1	17.811	15.793	22.466
Y80D3A.2a.1	68.346	61.75	67.182
Y80D3A.9.1	27.027	19.297	10.67
Y79H2A.6a.1	92.53	99.081	96.777
Y79H2A.3a.1	9.401	10.8	13.198
Y79H2A.2a.1	43.217	42.309	52.206
Y79H2A.1a.1	352.222	626.453	668.461
Y75B8A.16.1	19.956	12.553	8.467
Y6D1A.1.1	29.937	25.078	21.041
Y6B3B.9a.1	16.961	16.824	9.584
Y69H2.3b.1	51.491	93.732	97.907
Y69H2.9.1	9.041	24.287	15.887
Y63D3A.6b.1	49.86	58.393	63.268
Y63D3A.5.1	108.855	96.339	106.538
Y62F5A.1b.1	60.408	33.354	37.713
Y62E10A.16.1	5.143	4.696	6.62
Y62E10A.12a.1	271.735	194.754	164.167
Y62E10A.6.1	13.282	25.052	13.896
Y62E10A.14.1	36.903	51.626	27.231
Y62E10A.10.1	62.244	65.91	70.513
Y62E10A.8a.1	25.079	35.059	35.936
Y62E10A.1.1	2325.227	3818.476	2604.055
Y62E10A.5a.1	64.96	56.333	62.997
Y60A3A.12.1	10.022	13.096	7.429
Y60A3A.10.1	29.98	24.344	20.367
Y60A3A.18.1	86.429	99.02	126.261
Y60A3A.9.1	315.515	263.295	275.296
Y60A3A.8.1	11.645	13.579	16.894
Y60A3A.7.1	40.616	28.739	28.43
Y57G11C.9b.1	46.799	42.247	70.845
Y57G11C.33a.1	25.744	30.149	40.897
Y57A10A.15.1	5.546	14.287	11.839
Y57A10A.19.1	55.936	75.441	68.876
Y56A3A.12a.1	38.782	55.476	55.698
Y56A3A.11.1	16.153	31.883	22.742
Y56A3A.4a.1	47.776	55.587	52.646
Y56A3A.32a.1	50.416	49.26	36.567
Y56A3A.14.1	11.603	6.094	9.582
Y56A3A.28.1	10.514	14.536	10.685
Y56A3A.22.1	32.583	45.205	35.441
Y56A3A.21.1	540.818	471.94	680.608
Y56A3A.18.1	71.063	73.53	69.117
Y56A3A.19.1	290.197	240.67	259.85
Y53H1A.1a.1	14.231	18.738	15.081
Y52B11A.10.1	3.948	7.294	5.544
Y52B11A.8.1	148.272	129.304	154.44
Y51H4A.12.1	14.962	11.365	14.952
Y51H1A.5.1	30.649	24.529	20.37
Y51A2D.7b.1	13.457	20.023	16.479
Y50E8A.16.1	7.751	13.811	12.665
Y49E10.11a.1	19.893	23.017	24.686
Y49E10.6a.1	1620.888	1049.354	2584.519
Y48G10A.3.1	96.655	113.978	139.968
Y48G10A.2a.1	61.262	67.776	61.989
Y48C3A.12a.1	34.396	9.648	33.393
Y48B6A.13.1	16.485	12.225	9.638
Y48B6A.12.1	128.978	109.7	95.291
Y48B6A.11.1	13.785	7.593	17.134
Y48B6A.3.1	40.452	38.293	34.864
Y48B6A.10.1	5.144	4.137	1.667
Y48B6A.6a.1	21.465	12.727	29.421
Y48B6A.2.1	2766.302	2833.42	2883.49
Y48B6A.1.1	30.457	31.267	29.825
Y47H9C.8.1	19.225	23.914	20.117
Y47H10A.5.1	15.205	8.008	32.882
Y47D3B.11.1	4.94	1.725	3.811
Y47D3A.28.1	22.245	11.568	14.937
Y47D3A.25.1	60.091	53.661	54.467
Y47D3A.23a.1	10.542	11.421	9.885
Y47D3A.13.1	19.431	15.841	21.974
Y47D3A.12.1	9.522	10.466	18.071
Y47D3A.4.1	32.95	37.277	35.406
Y47D3A.1.1	6.923	5.238	7.781
Y46G5A.1a.1	5.532	6.415	6.69
Y46G5A.31.1	138.06	112.098	87.438
Y46G5A.28.1	19.15	7.839	7.125
Y46G5A.20.1	51.855	92.44	134.089
Y46G5A.18a.1	17.949	36.317	37.206
Y46G5A.17.1	64.245	65.938	115.655
Y46G5A.13.1	53.753	59.521	79.657
Y46G5A.12.1	96.704	119.483	113.571
Y46G5A.7.1	7.692	3.766	14.021
Y46G5A.4.1	90.791	68.185	75.758
Y46G5A.5.1	82.253	85.626	93.122
Y45F10A.2.1	317.725	222.615	184.051
Y43F8C.12.1	39.336	43.224	42.62
Y43F11A.5.1	11.168	8.623	9.036
Y41E3.9a.1	15.544	26.111	25.381
Y41E3.10a.1	1002.186	822.123	610.875
Y41C4A.9.1	6.632	6.721	10.522
Y40B1B.8.1	31.196	30.306	36.678
Y39G8B.2.1	11.649	11.152	8.51
Y39E4B.7.1	26.413	18.447	28.199
Y39E4B.3a.1	95.694	159.802	153.825
Y39E4B.6a.1	10.255	22.232	14.847
Y39E4B.5.1	36.275	32.15	25.449
Y39E4B.2.1	32.37	36.783	35.088
Y39E4B.1.1	105.727	113.992	102.322
Y39A1B.3.1	25.277	24.306	42.207
Y38F1A.6.1	239.915	112.033	99.541
Y38F1A.5.1	14.343	6.791	26.958
Y37H9A.6.1	52.075	47.093	59.454
Y37H2A.1a.1	19.54	25.288	18.318
Y32F6A.3.1	48.339	36.599	71.958
Y24F12A.1a.1	25.109	16.052	24.047
Y18D10A.19.1	1853.997	2004.732	1277.209
Y18D10A.5.1	184.845	159.095	222.006
Y17G7B.18a.1	68.365	50.262	38.057
Y11D7A.10a.1	194.41	197.521	248.273
Y116A8C.12.1	55.999	50.667	52.292
Y116A8C.34a.1	47.84	51.911	46.334
Y116A8C.13a.1	20.072	16.086	12.205
Y116A8C.9a.1	17.465	37.73	28.183
Y116A8C.35a.1	118.912	81.276	101.178
Y116A8C.29.1	23.209	5.216	19.146
Y116A8C.27a.1	60.987	56.355	34.993
Y116A8C.26a.1	8.624	12.618	7.383
Y113G7B.3.1	7.61	3.81	5.453
Y113G7B.24a.1	46.498	52.408	53.703
Y113G7B.17.1	537.295	275.29	285.131
Y113G7B.7.1	25.696	16.651	15.259
Y113G7B.16.1	27.389	35.11	26.95
Y113G7A.3.1	112.607	78.272	88.224
Y106G6H.6a.1	26.266	18.638	28.346
Y106G6H.8.1	118.146	70.622	84.276
Y106G6H.5.1	8.458	11.73	9.958
Y106G6H.1.1	12.002	12.811	14.406
Y106G6H.2.1	991.984	681.468	727.899
Y106G6D.7.1	16.349	15.353	15.031
Y105C5B.28a.1	82.592	270.948	120.255
Y105C5B.21a.1	9.887	13.085	9.824
Y105C5B.15a.1	124.028	309.695	224.655
Y105C5B.5a.1	287.068	232.277	102.033
W10D5.1.1	11.918	6.708	8.289
W09C5.8.1	1247.305	1404.958	1126.625
W09C5.7a.1	6.596	11.715	6.522
W09C5.6a.1	2711.932	1906.265	2039.345
W09C5.2.1	100.983	95.323	86.236
W05B2.5.1	872.711	127.209	45.068
W02A11.2.1	58.768	78.127	51.064
T28D6.9.1	64.479	52.748	75.65
T19E10.1b.1	43.833	38.717	40.719
T16G1.9.1	20.44	13.828	16.5
T16G1.7.1	8.22	23.67	36.589
T13F2.3b.1	7.457	8.975	11.187
T06D10.2.1	50.331	50.448	52.286
R102.5b.1	149.732	125.351	237.487
R06B9.5.1	76.558	63.576	94.101
M88.6b.1	13.301	16.772	45.103
M88.7.1	59.522	43.757	49.119
K09B11.2a.1	8.843	13.788	10.009
K08E7.2.1	209.64	184.719	205.687
K07F5.13c.1	53.37	55.593	61.686
K07F5.12.1	17.126	24.583	18.298
H38K22.2a.1	208.894	194.046	171.258
H21P03.3b.1	14.505	20.599	23.008
H15N14.1c.1	68.115	71.866	74.117
F43G6.1.1	14.117	14.486	11.4
F42G4.3a.1	26.192	25.238	17.819
F37A8.5.1	24.236	13.967	54.365
F32D8.5b.1	26.8	31.826	26.446
F31D4.9.1	411.763	291.902	250.058
F28H6.4.1	5.505	10.441	10.789
F26F2.7a.1	5.295	7.515	7.358
F23B2.13a.1	124.067	117.4	89.774
F20D1.10.1	37.071	24.011	23.69
F15A4.12.1	18.269	20.701	15.704
F15A4.11.1	38.215	17.53	9.209
F11E6.3.1	386.183	236.171	78.936
F10B5.8.1	46.791	55.459	47.018
F08G12.10.1	109.109	77.278	168.129
E01B7.2.1	12.878	27.387	13.309
D1081.9.1	21.476	19.161	17.604
C35C5.3b.1	95.643	154.08	163.696
C08F11.12.1	1073.832	2114.033	1981.631
C12C8.3a.1	89.297	65.394	56.516
F43C11.9.1	10.037	15.068	12.46
T13H5.7.1	61.769	52.448	49.726
Y71F9AM.5a.1	109.757	138.181	125.475
B0041.7.1	15.573	12.262	16.194
W06F12.1a.1	33.313	25.684	34.924
W04B5.4.1	56.895	48.432	39.705
Y19D10A.12a.1	88.003	107.689	136.133
F53E2.1a.1	9.492	11.812	17.291
F46E10.8.1	57.0	32.289	25.295
F46E10.10.1	898.577	804.192	691.451
F46E10.1a.1	112.309	138.622	87.038
DC2.5a.1	10.554	5.18	5.488
T12B3.3.1	32.317	50.602	30.547
T12B3.4a.1	20.947	20.753	19.067
W03G1.5.1	4.54	3.783	2.999
W03G1.7a.1	7.431	43.514	23.338
H43I07.2.1	44.084	54.098	47.733
Y49G5B.1a.1	32.158	23.824	23.104
Y4C6B.5.1	22.17	21.274	19.294
Y4C6B.6.1	33.464	9.52	6.361
Y4C6B.1.1	26.437	28.874	30.556
H25P19.1.1	15.943	6.885	12.34
H19M22.2b.1	6.911	5.04	1.969
W01G7.5.1	74.851	70.962	132.711
F49E11.1b.1	68.146	42.227	52.164
B0250.5.1	133.834	145.492	101.581
H13N06.6b.1	174.269	242.241	243.399
H13N06.5.1	108.395	133.708	157.901
H13N06.4a.1	15.462	19.841	13.405
F47G4.2.1	4.023	5.455	4.457
F47G4.4.1	3.523	3.89	3.814
Y49E10.20.1	68.652	111.658	125.56
Y49E10.19.1	56.624	59.035	71.35
Y49E10.3.1	46.606	39.028	38.571
Y49E10.1.1	233.667	157.058	169.739
Y49E10.18.1	13.292	25.894	22.935
Y49E10.16a.1	42.368	41.77	37.111
Y49E10.15.1	775.921	604.206	868.462
Y49E10.4.1	28.886	22.251	23.306
Y49E10.2.1	181.146	133.082	116.877
H21P03.2.1	47.443	60.241	46.091
H21P03.1.1	536.981	420.846	403.856
T03D8.3.1	24.506	25.233	29.274
T03D8.2.1	43.283	54.168	40.536
T03D8.1a.1	8.57	8.766	14.283
R03E1.2.1	124.48	130.445	134.006
T28A8.6.1	10.477	9.723	7.559
T28A8.4.1	13.245	18.128	13.114
T28A8.3.1	10.021	8.504	10.657
T28A8.5a.1	20.982	11.267	6.459
T28A8.7.1	10.015	15.7	15.507
K11D9.1a.1	44.526	52.839	38.012
H25P06.1.1	23.02	37.394	22.906
K10C3.2.1	302.082	224.352	304.868
W01D2.5a.1	38.989	14.542	22.507
T23F6.4a.1	17.904	16.187	12.121
K08H10.9.1	52.182	54.447	34.257
K08H10.4.1	74.155	61.217	82.284
F44E5.1.1	1151.146	768.016	822.033
ZK896.4.1	7.501	8.075	10.062
W02A2.7.1	411.856	313.272	322.723
W02A2.6a.1	20.985	13.352	15.005
W02A2.2.1	256.143	414.148	579.31
T28F3.1a.1	26.659	18.036	41.792
T28F3.8.1	31.368	30.195	29.185
T28F3.3.1	92.261	103.817	101.478
M162.2.1	10.973	7.635	14.977
F55G11.8.1	20.037	21.483	10.3
F55G11.2.1	7.866	11.94	6.263
F52G2.2a.1	38.846	42.349	53.078
F52B11.3.1	6.616	8.956	16.953
F52B11.2a.1	60.878	68.046	47.255
F52B11.1a.1	37.981	23.483	42.997
F52B11.6.1	47.05	14.889	76.356
F52B11.5.1	22.425	6.138	12.767
ZK39.6.1	51.042	26.168	25.676
W09D6.5.1	18.568	19.818	13.509
W04E12.6.1	33.493	21.093	18.799
W04E12.8.1	296.382	363.885	363.556
W04A8.1a.1	8.901	4.228	7.452
W02A11.3.1	11.08	13.109	17.876
T20B3.1a.1	4.758	10.084	13.905
T16G1.11.1	188.652	204.689	189.488
T16G1.4.1	6.255	1.866	11.203
T16G1.5.1	5.404	4.201	8.296
T05F1.2.1	108.687	142.489	116.947
T05E12.3.1	107.364	116.578	373.615
K08E3.8.1	47.707	34.116	42.75
K08E3.5b.1	347.861	283.864	233.389
K08E3.3b.1	22.923	11.513	13.714
K08E3.6.1	101.697	80.159	76.29
K08E3.4.1	50.56	48.09	53.162
K06G5.1.1	528.39	1036.692	1551.638
K05C4.7.1	58.023	81.502	83.421
K05C4.5.1	23.544	25.894	26.404
K05C4.2.1	89.62	78.331	81.527
K05C4.1.1	462.58	347.118	349.228
F59A1.10.1	10.247	29.674	12.289
F59A1.7.1	18.244	15.696	8.685
F58E10.3a.1	256.656	131.999	218.932
F58E10.4.1	22.955	40.272	38.465
F57G4.8.1	11.735	20.187	15.528
F56G4.6.1	7.695	7.016	6.404
F56G4.4.1	25.971	18.393	18.264
F55F3.3a.1	44.789	72.382	52.167
F49H6.5a.1	5.37	2.495	2.931
