target_id	length	eff_length	est_counts	tpm
YBL071W-A	229	206	20	159.027
YBL072C	583	560	317.209	927.821
YBL074C	1048	1025	4	6.3921
YBL075C	1930	1907	713	612.415
YBL076C	3199	3176	237	122.229
YBL078C	334	311	194	1021.76
YBL079W	4489	4466	55	20.1721
YBL080C	1606	1583	20	20.6946
YBL081W	1087	1064	3.13156	4.82088
YBL082C	1357	1334	9	11.0508
YBL084C	2257	2234	54.8017	40.1808
YBL085W	2923	2900	26	14.6853
YBL086C	1381	1358	17	20.5048
YBL087C	394	371	134.822	595.242
YBL088C	8344	8321	12	2.36218
YBL089W	1360	1337	3	3.67534
YBL090W	514	491	13	43.368
YBL091C	1246	1223	39	52.2331
YBL091C-A	508	485	7	23.6409
YBL092W	373	350	429	2007.69
YBL093C	643	620	22	58.1217
YBL095W	793	770	43	91.4713
YBL097W	2245	2222	9	6.63446
YBL098W	1363	1340	16	19.5579
YBL099W	1618	1595	1381	1418.21
YBL100W-A	1297	1274	0	0
YBL100W-B	5293	5270	0	0
YBL100W-C	100	77	0	0
YBL101C	3334	3311	88	43.5342
YBL102W	628	605	31	83.9293
YBL103C	1441	1418	26	30.0334
YBL104C	3097	3074	19	10.1241
YBL105C	3436	3413	59	28.3154
YBL106C	3013	2990	4	2.19127
YBL107C	571	548	7	20.923
YBL108C-A	109	86	0	0
YBL111C	1984	1961	0	0
YBL112C	298	275	0.707831	4.21603
YBL113C	2359	2336	0	0
YBR001C	2323	2300	70.3992	50.1357
YBR002C	841	818	6	12.0145
YBR003W	1402	1379	19	22.5682
YBR004C	1282	1259	4	5.20405
YBR005W	622	599	11	30.0797
YBR006W	1474	1451	214	241.576
YBR007C	2191	2168	11	8.31076
YBR008C	1627	1604	0	0
YBR009C	292	269	226.471	1379.01
YBR010W	391	368	391.934	1744.51
YBR011C	844	821	591	1179.1
YBR012W-A	1303	1280	0.0290205	0.0371366
YBR012W-B	5251	5228	0	0
YBR013C	370	347	3	14.1612
YBR014C	592	569	27	77.7247
YBR015C	1774	1751	59	55.1916
YBR016W	367	344	51	242.839
YBR017C	2737	2714	51	30.7799
YBR018C	1081	1058	3	4.64454
YBR019C	2080	2057	0	0
YBR020W	1567	1544	0	0
YBR021W	1882	1859	11	9.69216
YBR022W	514	491	10	33.36
YBR023C	3478	3455	73	34.6084
YBR024W	886	863	27	51.246
YBR025C	1165	1142	278	398.737
YBR026C	1123	1100	145	215.915
YBR028C	1558	1535	15	16.0063
YBR029C	1354	1331	50	61.5318
YBR030W	1639	1616	0	0
YBR031W	1069	1046	537.77	842.116
YBR033W	2740	2717	30	18.0859
YBR034C	1027	1004	26	42.4177
YBR035C	667	644	99	251.801
YBR036C	1213	1190	106	145.904
YBR037C	868	845	15	29.0765
YBR038W	2872	2849	23	13.2234
YBR039W	916	893	546	1001.49
YBR040W	877	854	0	0
YBR041W	1990	1967	54	44.9673
YBR042C	1174	1151	11	15.654
YBR043C	2050	2027	26	21.01
YBR044C	1699	1676	13	12.7051
YBR045C	1900	1877	0	0
YBR046C	985	962	143	243.483
YBR047W	508	485	27	91.1863
YBR048W	451	428	213.311	816.35
YBR049C	2413	2390	73	50.0302
YBR050C	997	974	43	72.3131
YBR052C	613	590	35	97.168
YBR053C	1057	1034	76	120.393
YBR054W	1015	992	2010.66	3319.97
YBR055C	2680	2657	34	20.9602
YBR056W	1486	1463	137	153.385
YBR056W-A	181	158	17	176.238
YBR057C	1081	1058	22	34.06
YBR058C	2326	2303	43	30.5831
YBR058C-A	223	200	20	163.798
YBR059C	3307	3284	116	57.8578
YBR060C	1843	1820	14	12.5998
YBR061C	913	890	7	12.883
YBR062C	523	500	31	101.554
YBR063C	1195	1172	0	0
YBR065C	1075	1052	12	18.6841
YBR066C	643	620	20	52.8379
YBR067C	613	590	84	233.203
YBR068C	1810	1787	212	194.321
YBR069C	1840	1817	34	30.6501
YBR070C	694	671	2	4.88219
YBR071W	616	593	46	127.06
YBR072C-A	142	119	0	0
YBR072W	625	602	13463	36631.3
YBR073W	2857	2834	14	8.09162
YBR074W	2911	2888	29	16.4478
YBR076W	1045	1022	4	6.41086
YBR077C	469	446	27	99.1599
YBR078W	1270	1247	614	806.509
YBR079C	2875	2852	105	60.3041
YBR080C	2257	2234	105	76.9863
YBR081C	3979	3956	24	9.93716
YBR082C	427	404	131	531.126
YBR083W	1441	1418	7	8.08591
YBR084C-A	550	527	283.373	880.754
YBR084W	2908	2885	42	23.8457
YBR085C-A	238	215	635	4837.74
YBR085W	904	881	0	0
YBR086C	2821	2798	95	55.6139
YBR087W	1045	1022	14	22.438
YBR088C	757	734	31	69.1788
YBR089C-A	280	257	70.2338	447.632
YBR090C	349	326	9.76615	49.0697
YBR091C	310	287	9	51.3651
YBR092C	1384	1361	36.85	44.3493
YBR093C	1384	1361	30.15	36.2858
YBR094W	2242	2219	56	41.3369
YBR095C	1273	1250	23	30.1387
YBR096W	673	650	33	83.1587
YBR097W	4345	4322	33	12.5065
YBR098W	2056	2033	9	7.25124
YBR101C	853	830	114	224.975
YBR102C	2242	2219	32	23.6211
YBR103W	1588	1565	21	21.9792
YBR104W	970	947	9	15.5668
YBR105C	1069	1046	32	50.1101
YBR106W	547	524	74	231.317
YBR107C	718	695	2	4.7136
YBR108W	2824	2801	85	49.7065
YBR109C	424	401	203	829.199
YBR110W	1330	1307	34	42.6099
YBR111C	676	653	65	163.045
YBR111W-A	271	248	11	72.6521
YBR112C	2881	2858	69.6038	39.8913
YBR114W	2353	2330	46	32.3377
YBR115C	4159	4136	115	45.5433
YBR117C	2026	2003	282	230.609
YBR118W	1357	1334	5203.54	6389.26
YBR119W	877	854	13	24.934
YBR120C	469	446	11	40.3985
YBR121C	1984	1961	170	141.997
YBR122C	514	491	17	56.712
YBR123C	1930	1907	32	27.4857
YBR125C	1162	1139	14	20.1331
YBR126C	1468	1445	434	491.959
YBR126W-A	187	164	14	139.827
YBR127C	1534	1511	318	344.723
YBR128C	1015	992	7	11.5583
YBR129C	967	944	16	27.7623
YBR130C	1258	1235	18	23.8733
YBR131W	2095	2072	11	8.69581
YBR132C	1771	1748	88	82.461
YBR133C	2464	2441	13	8.72334
YBR135W	433	410	20	79.9012
YBR136W	7087	7064	22	5.10128
YBR137W	520	497	29	95.576
YBR138C	1555	1532	12	12.8301
YBR139W	1507	1484	178	196.469
YBR140C	9259	9236	130	23.0551
YBR141C	994	971	2	3.37379
YBR142W	2302	2279	24	17.2494
YBR143C	1294	1271	100	128.873
YBR145W	1036	1013	17	27.4882
YBR146W	817	794	21	43.3218
YBR147W	871	848	25	48.2894
YBR148W	1810	1787	0	0
YBR149W	1015	992	105	173.374
YBR150C	3265	3242	25.8224	13.0464
YBR151W	931	908	34	61.3339
YBR152W	856	833	8	15.7309
YBR153W	715	692	3	7.10105
YBR154C	628	605	38	102.881
YBR155W	1138	1115	11	16.1594
YBR156C	2077	2054	9	7.17711
YBR157C	748	725	5	11.2964
YBR158W	1630	1607	7	7.13493
YBR159W	1024	1001	59	96.544
YBR160W	877	854	16	30.6881
YBR161W	1111	1088	12	18.0659
YBR162C	1348	1325	99	122.385
YBR162W-A	178	155	8	84.5407
YBR163W	1738	1715	1	0.955088
YBR164C	532	509	11	35.3983
YBR165W	814	791	24	49.6984
YBR166C	1339	1316	9	11.202
YBR167C	403	380	0	0
YBR168W	1222	1199	10	13.6612
YBR169C	2062	2039	475	381.578
YBR170C	1723	1700	64	61.6649
YBR171W	601	578	18	51.0096
YBR172C	2203	2180	62	46.5846
YBR173C	427	404	62	251.372
YBR175W	928	905	2	3.61983
YBR176W	919	896	9	16.4529
YBR177C	1336	1313	138	172.156
YBR179C	2548	2525	88	57.0859
YBR180W	1699	1676	0	0
YBR181C	691	668	259.817	637.085
YBR182C	1339	1316	8	9.9573
YBR182C-A	175	152	0	0
YBR183W	931	908	52	93.8047
YBR184W	1552	1529	1	1.07127
YBR185C	817	794	26	53.6365
YBR186W	1675	1652	0	0
YBR187W	823	800	13	26.6171
YBR188C	403	380	2	8.62092
YBR189W	568	545	328.406	987.011
YBR191W	463	440	240.795	896.402
YBR192W	1114	1091	14	21.0189
YBR193C	652	629	11	28.645
YBR194W	352	329	3	14.9359
YBR195C	1249	1226	15	20.0405
YBR196C	1645	1622	1622	1637.98
YBR196C-A	130	107	0	0
YBR196C-B	85	62	0	0
YBR197C	634	611	6	16.0849
YBR198C	2377	2354	31	21.5706
YBR199W	1375	1352	108	130.844
YBR200W	1636	1613	27	27.4181
YBR200W-A	145	122	1	13.426
YBR201C-A	184	161	41	417.124
YBR201W	616	593	4	11.0487
YBR202W	2518	2495	48	31.5121
YBR203W	2755	2732	74	44.3668
YBR204C	1108	1085	25	37.7414
YBR205W	1195	1172	26	36.3373
YBR207W	1378	1355	109	131.763
YBR208C	5488	5465	97	29.0729
YBR210W	409	386	2	8.48692
YBR211C	955	932	8	14.0599
YBR212W	1999	1976	90	74.6041
YBR213W	805	782	33	69.1217
YBR214W	1564	1541	145	154.125
YBR215W	1858	1835	33	29.4568
YBR216C	2005	1982	17	14.0492
YBR217W	541	518	4	12.6485
YBR218C	3523	3500	132.206	61.8716
YBR219C	364	341	0	0
YBR220C	1663	1640	7	6.99136
YBR221C	1081	1058	170	263.191
YBR221W-A	85	62	0	0
YBR222C	1612	1589	211	217.503
YBR223C	1615	1592	5	5.14439
YBR225W	2683	2660	70	43.1046
YBR227C	1543	1520	15	16.1642
YBR228W	895	872	2	3.75682
YBR229C	2845	2822	49	28.4411
YBR230C	385	362	202	914.008
YBR230W-A	181	158	13	134.77
YBR231C	892	869	16	30.1583
YBR233W	1222	1199	11	15.0273
YBR233W-A	265	242	5	33.8425
YBR234C	1135	1112	71	104.583
YBR235W	3343	3320	15	7.40049
YBR236C	1291	1268	15	19.3767
YBR237W	2530	2507	13	8.49369
YBR238C	2176	2153	13	9.89024
YBR239C	1570	1547	12	12.7057
YBR240C	1333	1310	15	18.7554
YBR241C	1447	1424	71	81.6687
YBR242W	697	674	11	26.7325
YBR243C	1327	1304	8	10.0489
YBR244W	469	446	13	47.7437
YBR245C	3370	3347	47	23.0011
YBR246W	1144	1121	10	14.6117
YBR247C	1432	1409	24	27.9002
YBR248C	1639	1616	37	37.5031
YBR249C	1093	1070	166	254.116
YBR250W	1552	1529	1	1.07127
YBR251W	904	881	18	33.466
YBR252W	424	401	14	57.1862
YBR253W	346	323	5	25.3557
YBR254C	508	485	2	6.75454
YBR255C-A	343	320	15	76.7801
YBR255W	2065	2042	13	10.4279
YBR256C	697	674	58	140.953
YBR257W	820	797	15	30.8276
YBR258C	409	386	7	29.7042
YBR259W	2047	2024	3	2.42783
YBR260C	1981	1958	36	30.116
YBR261C	679	656	17	42.4475
YBR262C	301	278	16	94.272
YBR263W	1453	1430	105	120.271
YBR264C	580	557	5	14.7035
YBR265W	943	920	14	24.9257
YBR267W	1162	1139	24	34.514
YBR268W	298	275	2	11.9125
YBR269C	397	374	94	411.684
YBR270C	1618	1595	15	15.4042
YBR271W	1240	1217	7	9.42139
YBR272C	1423	1400	10	11.6998
YBR273C	1291	1268	42	54.2547
YBR274W	1564	1541	13	13.8181
YBR275C	5731	5708	24	6.88707
YBR276C	2404	2381	17	11.6949
YBR278W	586	563	9	26.1843
YBR279W	1318	1295	53	67.0368
YBR280C	1894	1871	39	34.1427
YBR281C	2617	2594	27	17.0491
YBR282W	421	398	21	86.4258
YBR283C	1453	1430	77	88.1987
YBR284W	2374	2351	3	2.09014
YBR285W	415	392	32	133.712
YBR286W	1594	1571	363	378.475
YBR287W	1264	1241	119	157.066
YBR288C	1432	1409	26	30.2252
YBR289W	2698	2675	37.657	23.0584
YBR290W	946	923	36	63.8864
YBR291C	880	857	13	24.8468
YBR293W	1405	1382	4	4.74088
YBR294W	2560	2537	90	58.1071
YBR295W	3631	3608	103	46.7604
YBR296C	1705	1682	56	54.5343
YBR296C-A	100	77	0	0
YBR297W	1387	1364	25.2623	30.3365
YBR298C	1825	1802	0	0
YBR298C-A	202	179	0	0
YBR299W	1735	1712	0	0
YBR301W	343	320	0	0
YBR302C	1120	1097	45.716	68.2603
YCL001W	547	524	53	165.673
YCL001W-A	442	419	0	0
YCL001W-B	235	212	0	0
YCL002C	772	749	0	0
YCL004W	1546	1523	8	8.60394
YCL005W	751	728	5	11.2498
YCL005W-A	202	179	39	356.877
YCL008C	1138	1115	9	13.2213
YCL009C	910	887	128	236.371
YCL010C	760	737	11	24.4474
YCL011C	1264	1241	21	27.7176
YCL012C	385	362	28	126.694
YCL014W	4891	4868	38	12.7862
YCL016C	1123	1100	7	10.4235
YCL017C	1474	1451	120	135.463
YCL018W	1078	1055	0	0
YCL019W	5293	5270	0	0
YCL020W	1297	1274	0	0
YCL021W-A	358	335	4	19.5579
YCL024W	3094	3071	8	4.26695
YCL025C	1882	1859	290.135	255.64
YCL026C-A	562	539	0	0
YCL026C-B	562	539	89	270.463
YCL027W	1519	1496	1	1.0949
YCL028W	1198	1175	118	164.495
YCL029C	1303	1280	10	12.7967
YCL030C	2380	2357	160	111.191
YCL031C	874	851	25	48.1191
YCL032W	1021	998	18	29.5426
YCL033C	487	464	25	88.253
YCL034W	1045	1022	49	78.5331
YCL035C	313	290	92	519.634
YCL036W	1681	1658	0	0
YCL037C	1285	1262	71	92.1523
YCL038C	1567	1544	29	30.7651
YCL039W	2218	2195	46	34.3266
YCL040W	1483	1460	873.436	979.909
YCL042W	340	317	25.5636	132.09
YCL043C	1549	1526	461	494.827
YCL044C	1234	1211	40	54.1032
YCL045C	2263	2240	86	62.8865
YCL047C	757	734	24	53.5578
YCL048W	1372	1349	0	0
YCL048W-A	220	197	1	8.3146
YCL049C	919	896	13	23.7653
YCL050C	946	923	88	156.167
YCL051W	1732	1709	12	11.5013
YCL052C	1231	1208	31	42.0341
YCL054W	2506	2483	29	19.1306
YCL054W-A	67	44	0	0
YCL055W	988	965	13	22.066
YCL056C	415	392	7	29.2496
YCL057C-A	274	251	81	528.59
YCL057W	2119	2096	77	60.1737
YCL058C	439	416	0	0
YCL058W-A	322	299	6	32.8691
YCL059C	931	908	28	50.5102
YCL061C	3271	3248	19	9.58175
YCL063W	1252	1229	6	7.99662
YCL064C	1063	1040	101	159.073
YCL066W	508	485	3.5	11.8204
YCL067C	613	590	25.5	70.7938
YCL068C	763	740	0	0
YCL069W	1357	1334	0	0
YCL073C	1828	1805	0	0
YCR002C	949	926	43	76.0615
YCR003W	532	509	15	48.2704
YCR004C	724	701	80	186.93
YCR005C	1363	1340	2228	2723.44
YCR007C	700	677	3	7.25838
YCR008W	1792	1769	105	97.2229
YCR009C	778	755	102	221.289
YCR010C	832	809	16	32.3951
YCR011C	3130	3107	99	52.1917
YCR012W	1231	1208	5257	7128.18
YCR014C	1729	1706	6	5.76076
YCR015C	934	911	0	0
YCR016W	853	830	9	17.7612
YCR017C	2842	2819	56	32.5387
YCR018C	646	623	1	2.62917
YCR019W	1072	1049	5	7.80732
YCR020C	628	605	12	32.4888
YCR020C-A	247	224	10	73.1239
YCR020W-B	217	194	4	33.7727
YCR021C	979	956	6698	11476.1
YCR023C	1816	1793	10	9.13539
YCR024C	1459	1436	9	10.2659
YCR024C-A	103	80	108.755	2226.72
YCR024C-B	247	224	1	7.31239
YCR026C	2209	2186	39	29.2228
YCR027C	610	587	3	8.37125
YCR028C	1519	1496	22	24.0879
YCR028C-A	388	365	90	403.884
YCR030C	2593	2570	54	34.4166
YCR031C	394	371	292.383	1290.88
YCR032W	6484	6461	29	7.352
YCR033W	3661	3638	54	24.313
YCR034W	1024	1001	30	49.0902
YCR035C	1165	1142	31	44.4634
YCR036W	982	959	24	40.9921
YCR037C	2752	2729	26	15.6055
YCR038C	1909	1886	14	12.1589
YCR039C	613	590	25.5	70.7938
YCR040W	508	485	3.5	11.8204
YCR041W	313	290	1	5.64819
YCR042C	4204	4181	43	16.846
YCR043C	364	341	5	24.0172
YCR044C	1054	1031	8	12.7098
YCR045C	1456	1433	1	1.14304
YCR046C	490	467	11	38.5819
YCR047C	808	785	14	29.2123
YCR048W	1813	1790	19.9672	18.2714
YCR050C	289	266	2.03281	12.5176
YCR051W	649	626	15	39.2486
YCR052W	1432	1409	32	37.2003
YCR053W	1525	1502	171	186.481
YCR054C	1672	1649	21	20.8596
YCR057C	2752	2729	17	10.2036
YCR059C	757	734	9	20.0842
YCR060W	316	293	2	11.1807
YCR061W	1876	1853	36	31.8225
YCR063W	454	431	6	22.8024
YCR065W	1675	1652	14	13.8811
YCR066W	1444	1421	8	9.22154
YCR067C	3178	3155	47	24.4009
YCR068W	1543	1520	37	39.8718
YCR069W	937	914	66	118.278
YCR071C	421	398	16	65.8483
YCR072C	1528	1505	15	16.3253
YCR073C	3976	3953	11	4.55799
YCR073W-A	928	905	36	65.157
YCR075C	763	740	12	26.5618
YCR075W-A	208	185	6	53.1235
YCR076C	733	710	8	18.4561
YCR077C	2371	2348	107	74.6437
YCR079W	1309	1286	10	12.737
YCR081W	4264	4241	38	14.6765
YCR082W	367	344	28	133.324
YCR083W	364	341	82	393.883
YCR084C	2122	2099	61	47.6019
YCR086W	553	530	10	30.9052
YCR087C-A	442	419	7	27.3647
YCR088W	1759	1736	187	176.441
YCR089W	4810	4787	0	0
YCR090C	529	506	10	32.3711
YCR091W	2143	2120	22	16.9979
YCR092C	3037	3014	20	10.8691
YCR093W	6307	6284	121	31.5396
YCR094W	1156	1133	23	33.251
YCR095C	1069	1046	15	23.4891
YCR095W-A	139	116	0	0
YCR096C	340	317	0	0
YCR097W	361	338	11	53.3069
YCR098C	1537	1514	3	3.24566
YCR099C	448	425	0	0
YCR100C	931	908	0	0
YCR101C	529	506	0	0
YCR102C	1087	1064	0	0
YCR104W	355	332	0	0
YCR105W	1066	1043	1	1.57045
YCR106W	2479	2456	0	0
YCR107W	1072	1049	0	0
YCR108C	172	149	0	0
YDL001W	1273	1250	18	23.5868
YDL002C	592	569	5	14.3935
YDL003W	1681	1658	15	14.8188
YDL004W	463	440	203	755.702
YDL005C	1276	1253	44	57.5187
YDL006W	826	803	11	22.438
YDL007C-A	238	215	0	0
YDL007W	1294	1271	128	164.957
YDL008W	478	455	7	25.1996
YDL009C	304	281	10.5097	61.2622
YDL010W	676	653	23.4903	58.9226
YDL012C	304	281	24	139.898
YDL013W	1840	1817	8	7.21178
YDL014W	964	941	86	149.698
YDL015C	913	890	56	103.064
YDL017W	1504	1481	19	21.0139
YDL018C	658	635	14	36.1128
YDL019C	3832	3809	77	33.1121
YDL020C	1576	1553	229	241.53
YDL021W	916	893	35	64.1984
YDL022C-A	229	206	0	0
YDL022W	1156	1133	441	637.553
YDL024C	1387	1364	0	0
YDL025C	1843	1820	54	48.5993
YDL027C	1243	1220	42	56.3893
YDL028C	2275	2252	27	19.6382
YDL029W	1156	1133	73	105.536
YDL030W	1573	1550	21	22.1919
YDL031W	2968	2945	56	31.1466
YDL033C	1234	1211	7	9.46806
YDL035C	2866	2843	43	24.7742
YDL036C	1369	1346	17	20.6877
YDL037C	967	944	0	0
YDL039C	2077	2054	2	1.59491
YDL040C	2545	2522	47	30.5253
YDL042C	1669	1646	17	16.9171
YDL043C	781	758	6	12.9655
YDL044C	1303	1280	10	12.7967
YDL045C	901	878	19	35.4459
YDL045W-A	268	245	9	60.1705
YDL046W	502	479	91	311.181
YDL047W	916	893	45	82.5407
YDL048C	1453	1430	280	320.722
YDL049C	787	764	9	19.2955
YDL051W	808	785	38	79.2905
YDL052C	892	869	15	28.2735
YDL053C	538	515	48	152.666
YDL054C	1441	1418	63	72.7732
YDL055C	1066	1043	402	631.319
YDL056W	2482	2459	21	13.9884
YDL057W	967	944	16	27.7623
YDL058W	5353	5330	40	12.2925
YDL059C	697	674	9	21.8721
YDL060W	2347	2324	33	23.2587
YDL061C	151	128	108.701	1391.02
YDL063C	1843	1820	16	14.3998
YDL064W	454	431	17	64.6069
YDL065C	1009	986	60	99.6739
YDL066W	1267	1244	177	233.056
YDL067C	160	137	177	2116.22
YDL069C	670	647	3	7.59494
YDL070W	1897	1874	122	106.634
YDL072C	592	569	59	169.843
YDL073W	2935	2912	15	8.43737
YDL074C	2083	2060	45	35.781
YDL075W	322	299	217	1188.76
YDL076C	865	842	16	31.1254
YDL077C	3130	3107	17	8.96221
YDL078C	1012	989	113	187.15
YDL079C	1486	1463	33	36.9468
YDL080C	1810	1787	14	12.8325
YDL081C	301	278	226	1331.59
YDL082W	580	557	165.995	488.142
YDL083C	412	389	156.632	659.534
YDL084W	1321	1298	160	201.908
YDL085C-A	187	164	7	69.9136
YDL085W	1618	1595	81	83.1824
YDL086W	802	779	50	105.133
YDL087C	766	743	13	28.6591
YDL088C	1567	1544	40	42.4346
YDL089W	1435	1412	15	17.4006
YDL090C	1276	1253	6	7.84346
YDL091C	1348	1325	31	38.3224
YDL092W	421	398	18	74.0793
YDL093W	2212	2189	24	17.9586
YDL095W	2434	2411	115	78.1282
YDL097C	1285	1262	122	158.346
YDL098C	565	542	9	27.1989
YDL099W	1006	983	32	53.3217
YDL100C	1045	1022	78	125.012
YDL101C	1522	1499	6	6.55627
YDL102W	3274	3251	36	18.1381
YDL103C	1414	1391	36	42.3919
YDL104C	1204	1181	12	16.6433
YDL105W	1189	1166	15	21.0717
YDL106C	1660	1637	63	63.0375
YDL107W	1036	1013	5	8.08477
YDL108W	901	878	8	14.9246
YDL109C	1924	1901	4	3.44655
YDL110C	433	410	127	507.373
YDL111C	778	755	17	36.8816
YDL112W	4291	4268	33	12.6648
YDL113C	1903	1880	36	31.3655
YDL114W	907	884	0	0
YDL115C	1042	1019	24	38.5784
YDL116W	2161	2138	44	33.7095
YDL117W	2638	2615	21	13.1539
YDL119C	904	881	5	9.29611
YDL120W	505	482	24	81.5589
YDL121C	430	407	20	80.4902
YDL122W	2410	2387	45	30.8793
YDL123W	403	380	19	81.8988
YDL124W	919	896	622	1137.08
YDL125C	457	434	45	169.836
